NORMALIZED_COLUMN_HEADER	DISPLAY_NAME	DESCRIPTIONS	DATATYPE	PRIORITY	ATTRIBUTE_TYPE
RESPONSE_TO_TARGET_THERAPY	Response to Target Therapy	Did the patient respond to Target Therapy	STRING	1	PATIENT
RET	RET	RET	STRING	1	SAMPLE
RETROSPECTIVE_COLLECTION	Tissue Retrospective Collection Indicator	Text indicator for the time frame of tissue procurement, indicating that the tissue was obtained and stored prior to the initiation of the project.	STRING	1	PATIENT
RETROSPECTIVE_OR_PROSPECTIVE	Retrospective or Prospective	Is the sample retrospective or prospective	STRING	1	SAMPLE
RET_GERMLINE	RET Germline Mutation	RET Germline Mutation	STRING	1	SAMPLE
RET_PTC_REARRANGEMENT_RESULT	Ret ptc rearrangement result	Ret ptc rearrangement genotyping outcome lab results text	STRING	1	SAMPLE
RET_SOMATIC	RET Somatic Mutation	RET Somatic Mutation	STRING	1	SAMPLE
REVIEWED_GLEASON	Reviewed gleason	Reviewed gleason	STRING	1	SAMPLE
REVIEWED_GLEASON_CATEGORY	Reviewed Gleason Category	Reviewed Gleason category	STRING	1	SAMPLE
REVIEWED_GLEASON_SUM	Reviewed Gleason Sum	Reviewed Gleason Sum	NUMBER	1	SAMPLE
RFS_MONTHS	Relapse Free Status (Months)	Relapse Free Status (Months)	NUMBER	1	PATIENT
RFS_STATUS	Relapse Free Status	Relapse Free Status	STRING	1	PATIENT
RHABDOID	Rhabdoid	Rhabdoid	STRING	1	SAMPLE
RHOA_MUTATION	RHOA Mutation	RHOA mutation is present.	STRING	1	SAMPLE
RHOA_PROTEIN_CODING	RHOA Protein Coding	RHOA Protein Coding	NUMBER	1	PATIENT
RICTOR_MUTATION_STATUS	RICTOR Mutation Status	RICTOR Mutation Status	STRING	1	SAMPLE
RISK_CYTO	Risk (Cyto)	Risk (Cyto).	STRING	1	PATIENT
RISK_GROUP	Risk Group	Risk group.	STRING	1	PATIENT
RISK_MOLECULAR	Risk (Molecular)	Risk (Molecular).	STRING	1	PATIENT
RISK_STRATIFICATION	Risk Stratification	Risk Stratification	STRING	1	PATIENT
RMSE	RMSE	RMSE	NUMBER	1	SAMPLE
RNASEQ_CLUSTER	RNA-SEQ Cluster	RNA-SEQ cluster.	STRING	1	SAMPLE
RNASEQ_DATA	RNA-SEQ Data	RNA-SEQ data.	STRING	1	SAMPLE
RNASEQ_PASSAGE	RNA Sequence Passage	RNA Sequence Passage	STRING	1	SAMPLE
RNASEQ_SAMPLE_NUMBER	RNA Sequence Number	RNA Sequence Number	STRING	1	SAMPLE
RNA_ID	RNA ID	RNA ID Used	STRING	1	SAMPLE
RPA	RPA	Recursive Partitioning Analysis	STRING	1	PATIENT
RPLND_PATH	RPLND Path	RPLND Path	STRING	1	SAMPLE
RPPA	RPPA	RPPA	STRING	1	SAMPLE
RPPA_CLUSTER	RPPA Cluster	RPPA Cluster.	STRING	1	SAMPLE
RPPA_CLUSTERS_K3	RPPA CLUSTERS K3	RPPA CLUSTERS K3	STRING	1	SAMPLE
RPPA_CLUSTERS_K4	RPPA CLUSTERS K4	RPPA CLUSTERS K4	STRING	1	SAMPLE
RPPA_CLUSTER_EC	RPPA Cluster - EC	RPPA Cluster - EC	STRING	1	SAMPLE
RPPA_CLUSTER_GEA	RPPA Cluster - GEA	RPPA Cluster - GEA	STRING	1	SAMPLE
RPPA_CLUSTER_GEA_CIN	RPPA Cluster - GEA-CIN	RPPA Cluster - GEA-CIN	STRING	1	SAMPLE
RPPA_CLUSTER_SCC	RPPA Cluster - SCC	RPPA Cluster - SCC	STRING	1	SAMPLE
RPPA_DATA	RPPA Data	RPPA data.	STRING	1	SAMPLE
RPS15_MUTATION	RPS15 Mutation	RPS15 Mutation is Present	STRING	1	SAMPLE
RSITE	Rsite	Rsite	NUMBER	1	PATIENT
RSITE1	Rsite1	Rsite1	NUMBER	1	PATIENT
RT_MAX_DOSE_CGY	RT Max dose cgy	RT Max dose cgy	STRING	1	PATIENT
RT_TX_REASON_NOT_COMPLETED	Radiation therapy not administered reason	Radiation therapy not administered reason	STRING	1	PATIENT
RT_TX_REASON_NOT_COMPLETED_OTHER	Radiation therapy not administered specify	Radiation therapy not administered specify	STRING	1	PATIENT
RT_TX_TOTAL_DOSE_TO_PELVIS	Rt pelvis administered total dose	Rt pelvis administered total dose	STRING	1	PATIENT
RUN	Run	Run-IMPACT	NUMBER	1	SAMPLE
RX	Rx	Rx	NUMBER	1	PATIENT
RX_ADJ	Adj	Adjuvant chemotherapy	STRING	1	PATIENT
RX_NEO_IH_CHEMO	Neoadj-IH	Neoadjuvant chemotherapy-intrahepatic	STRING	1	PATIENT
RX_NEO_SYS_CHEMO	Neoadj-SYS	Neoadjuvant chemotherapy-systemic	STRING	1	PATIENT
RX_RADS	Rad	Radiation therapy	STRING	1	PATIENT
SALVAGE_CHEMO	Salvage Chemo	Salvage Chemo	STRING	1	PATIENT
SALVAGE_CYSTECTOMY	Salvage Cystectomy	Salvage Cystectomy	STRING	1	PATIENT
SALVAGE_HAIP	Salvage HAIP	Salvage HAIP	STRING	1	PATIENT
SAMPLE_ACCESSION_NUMBER	Sample Accession Number	Sample Accession Number	STRING	1	SAMPLE
SAMPLE_CATEGORY	Sample Category	Sample Category	STRING	1	SAMPLE
SAMPLE_CLASS	Sample Class	The sample classification (i.e., tumor, cellline, xenograph).	STRING	1	SAMPLE
SAMPLE_COLLECTION_METHOD	Sample Collection Method	Sample Collection Method	STRING	1	SAMPLE
SAMPLE_COLLECTION_SOURCE	Sample Collection Source	Sample Collection Source	STRING	1	SAMPLE
SAMPLE_COVERAGE	Sample coverage	Sample coverage	STRING	1	SAMPLE
SAMPLE_DETAILED_SUBHISTOLOGIES	Sample Detailed Subhistologies	Sample Detailed Subhistologies	STRING	1	SAMPLE
SAMPLE_DISPLAY_NAME	Sample Display Name	Sample Display Name	STRING	1	SAMPLE
SAMPLE_ID	Sample Identifier	A unique sample identifier.	STRING	1	SAMPLE
SAMPLE_ID_LEGACY	Former Sample Identifier	Deprecated sample identifier	STRING	1	SAMPLE
SAMPLE_INITIAL_WEIGHT	Sample Initial Weight	Sample Initial Weight	NUMBER	1	SAMPLE
SAMPLE_MAIN_HISTOLOGY	Sample Main Histology	Sample Main Histology	STRING	1	SAMPLE
SAMPLE_METH_ID	Sample METH ID	Sample METH ID	STRING	1	SAMPLE
SAMPLE_NAME	Sample name	Sample name	STRING	1	PATIENT
SAMPLE_NOTES	Sample Notes	Notes for the respective Sample	STRING	1	SAMPLE
SAMPLE_ORIGIN	Sample origin	Sample origin	STRING	1	SAMPLE
SAMPLE_PRE_CHEMO	Sample procurred pre chemotherapy	Sample procurred pre chemotherapy	STRING	1	PATIENT
SAMPLE_PRE_LUNG_THERAPY	Sample pre any Lung Therapy	Sample pre any Lung Therapy	STRING	1	SAMPLE
SAMPLE_PRE_POST_IMMUNE	Sample procurred pre or post immnunotherapy	Sample procurred pre or post immnunotherapy	STRING	1	SAMPLE
SAMPLE_RNA_ID	Sample RNA ID	Sample RNA ID	STRING	1	SAMPLE
SAMPLE_SITE	Site of Sample	Sample Site	STRING	1	SAMPLE
SAMPLE_SITE_SOURCE	Source of Sample Site	Source of Sample Site	STRING	1	SAMPLE
SAMPLE_STATUS	Sample Status	Sample Status	STRING	1	SAMPLE
SAMPLE_TESTED_CATEGORY	Sample Tested Category	Sample Tested Category	STRING	1	SAMPLE
SAMPLE_TIMEPOINT	Sample Timepoint	Sample sequential timepoint (T1 = timepoint 1, T2 = timepoint 2, etc.)	STRING	1	SAMPLE
SAMPLE_TREATMENT	Sample Treatment	Sample Treatment	STRING	1	SAMPLE
SAMPLE_TYPE	Sample Type	The type of sample (i.e., normal, primary, met, recurrence).	STRING	9	SAMPLE
SAMPLE_TYPE_DETAIL	Sample Type Detail	Detailed Description of Sample Type	STRING	1	SAMPLE
SAMPLE_TYPE_ID	Sample type id	Sample type id	STRING	1	PATIENT
SAMPLE_TYPE_ID_NUMBER	Sample Type ID	Sample Type ID	STRING	1	SAMPLE
SARCOMATOID_COMPONENT	Sarcomatoid Component	Sarcomatoid Component	STRING	1	SAMPLE
SARCOMATOID_FEATURES	Sarcomatoid features	Presence of sarcomatoid features	STRING	1	PATIENT
SARCOMATOID_PERCENT_OF_TUMOR	Sarcomatoid percent of tumor	Percent tumor sarcomatoid	STRING	1	PATIENT
SATELLITES_DES	Satellite Lesions	Indicates if there are satellite lesions within 2cm of primary tumor	STRING	1	SAMPLE
SCA_TYPE	SCA Type	Serous Cystadenomas (SCAs)	STRING	1	SAMPLE
SCC	SCC	SCC	STRING	1	PATIENT
SCCA_TUMOR_MARKER	Laboratory procedure tumor marker squamous cell carcinoma antigen result value	Laboratory procedure tumor marker squamous cell carcinoma antigen result value	STRING	1	PATIENT
SCCSMG	SCC-SMG	SCC-SMG	STRING	1	PATIENT
SCC_CLUSTER_ICLUSTER_AND_SMARCA4	SCC Cluster iCluster and SMARCA4	SCC Cluster iCluster and SMARCA4	STRING	1	SAMPLE
SCENS	SCENS	SCENS.	STRING	1	PATIENT
SCNA_ANALYSIS	SCNA Analysis	SCNA Analysis	STRING	1	SAMPLE
SCNA_CLUSTER	SCNA Cluster	SCNA Cluster	STRING	1	SAMPLE
SCNA_CLUSTER_EC	SCNA Cluster EC	SCNA Cluster EC	STRING	1	SAMPLE
SCNA_CLUSTER_GEA	SCNA Cluster GEA	SCNA Cluster GEA	STRING	1	SAMPLE
SCNA_CLUSTER_GEA_CIN	SCNA Cluster GEA CIN	SCNA Cluster GEA CIN	STRING	1	SAMPLE
SCNA_CLUSTER_SCC	SCNA Cluster SCC	SCNA Cluster SCC	STRING	1	SAMPLE
SCT_IN_FIRST_CR	SCT in First CR	SCT in first CR.	STRING	1	PATIENT
SDHA	SDHA	SDHA	STRING	1	SAMPLE
SDHAF2_SDH5	SDHAF2 SDH5	SDHAF2 SDH5	STRING	1	SAMPLE
SDHB	SDHB	SDHB	STRING	1	SAMPLE
SDHB_GERMLINE	SDHB Germline Mutation	SDHB Germline Mutation	STRING	1	SAMPLE
SDHC	SDHC	SDHC	STRING	1	SAMPLE
SDHD	SDHD	SDHD	STRING	1	SAMPLE
SDHD_GERMLINE	SDHD Germline Mutation	SDHD Germline Mutation	STRING	1	SAMPLE
SDH_STATUS	SDH Status	SDH Status	STRING	1	SAMPLE
SECONDARY_ALTERATIONS	Secondary Alterations	Secondary Alterations	STRING	1	SAMPLE
SECONDARY_HISTOLOGY	Histology Secondary	Histology Secondary	STRING	1	SAMPLE
SECONDARY_PLATFORM	Secondary Platform	Secondary Platform	STRING	1	SAMPLE
SECONDARY_RACE	Secondary Race	The second race recorded for the patient; this data element maps to the NAACCR v16 #161. For institutions not collecting race, submit a null in this category for all patients.	STRING	1	PATIENT
SECONDARY_THERAPY	Secondary Line of Therapy	Secondary Line of Therapy	STRING	1	PATIENT
SECOND_PRIMARY_CANCER	Second Primary Cancer	Refers to a new primary cancer in a person with a history of cancer	STRING	1	SAMPLE
SEIZURE_HISTORY	Seizure History	Seizure history.	STRING	1	PATIENT
SEMINAL_VESICLE_INVASION	Seminal Vesicle Invasion	Seminal vesicle invasion	STRING	1	PATIENT
SENSORY_CHANGES	Sensory Changes	Sensory changes.	STRING	1	PATIENT
SEQCAP_EZ_EXOME_VERSION	SEQCAP EZ EXOME VERSION	SEQCAP EZ EXOME VERSION	STRING	1	SAMPLE
SEQUENCED	Sequenced	Sequenced.	STRING	1	SAMPLE
SEQUENCED_SAMPLE	Was the sample sequenced?	Was the sample sequenced?	STRING	1	SAMPLE
SEQUENCE_REPORT_DATE_INT_STATIC	Sequence Report Date Interval	Sequence Report Date Interval	NUMBER	1	SAMPLE
SEQUENCING_TYPE	Sequencing Type	Sequencing Type	STRING	1	SAMPLE
SEQUENOM	Sequenom	Sequenom	STRING	1	SAMPLE
SEQUENOME_MUTATIONS_FUSIONS	Sequenome of mutations of fusions	Sequenome of mutations of fusions	STRING	1	SAMPLE
SEQ_ASSAY_ID	Sequence Assay ID	Sequence Assay ID	STRING	1	SAMPLE
SEQ_DATE	Sequence Date	Date sample was sequenced	STRING	1	SAMPLE
SERUM_ALBUMIN_NORMAL_RANGE_LOWER	Laboratory procedure albumin result lower limit of normal value	Laboratory procedure albumin result lower limit of normal value	NUMBER	1	PATIENT
SERUM_ALBUMIN_NORMAL_RANGE_UPPER	Laboratory procedure albumin result upper limit of normal value	Laboratory procedure albumin result upper limit of normal value	NUMBER	1	PATIENT
SERUM_ALBUMIN_NORM_RANGE_LOWER	Laboratory procedure albumin result lower limit of normal value	Laboratory procedure albumin result lower limit of normal value	NUMBER	1	SAMPLE
SERUM_ALBUMIN_NORM_RANGE_UPPER	Laboratory procedure albumin result upper limit of normal value	Laboratory procedure albumin result upper limit of normal value	NUMBER	1	SAMPLE
SERUM_ALBUMIN_PRERESECTION	Laboratory procedure albumin result specified value	Laboratory procedure albumin result specified value	NUMBER	1	SAMPLE
SERUM_ALPHA_FOETO_PROTEIN	Serum Alpha Foeto Protein (ng/ml)	Serum Alpha Foeto Protein (ng/ml)	STRING	1	PATIENT
SERUM_CALCIUM_LEVEL	Serum calcium level	Serum calcium result	STRING	1	PATIENT
SERUM_LACTATE_DEHYDROGENASE	Serum Lactate Dehydrogenase	LDH (normal <246)	NUMBER	1	SAMPLE
SERUM_MARKERS	Serum markers	Serum markers	STRING	1	PATIENT
SERUM_MESOTHELIN_LOWER_LIMIT	Laboratory procedure mesothelin result lower limit of normal value	Laboratory procedure mesothelin result lower limit of normal value	NUMBER	1	SAMPLE
SERUM_MESOTHELIN_PRIOR_TX	Laboratory procedure mesothelin prior treatment	Laboratory procedure mesothelin prior treatment	NUMBER	1	SAMPLE
SERUM_MESOTHELIN_UPPER_LIMIT	Laboratory procedure mesothelin result upper limit of normal value	Laboratory procedure mesothelin result upper limit of normal value	NUMBER	1	SAMPLE
SERUM_PSA	Serum PSA	Serum PSA.	NUMBER	1	PATIENT
SETD2_MUTATION	SETD2 Mutation	SETD2 Mutation	STRING	1	SAMPLE
SETD2_SOMATIC	SETD2 Somatic Mutation	SETD2 Somatic Mutation	STRING	1	SAMPLE
SEX	Sex	Sex	STRING	1	PATIENT
SEX_DMT	Sex Reported by DMT	Sex Reported by DMT	STRING	1	PATIENT
SEX_NAACCR	Sex (NAACCR)	The sex code for the patient; this data element maps to the NAACCR v16 #220.	STRING	1	PATIENT
SHH_AMPLIFICATION	SHH Amplification	SHH(Sonic-hedgehog) Amplification	STRING	1	SAMPLE
SHORTEST_DIMENSION	Shortest Dimension	Shortest Dimension	NUMBER	1	SAMPLE
SHORT_HISTOLOGY	Short Histology	Short Histology	STRING	1	PATIENT
SIDE_SURGERY	Side Surgery	Side Surgery	STRING	1	PATIENT
SIEWERT1	Siewert1	Siewert1	NUMBER	1	PATIENT
SIGCLUST_INTRINSIC_MRNA	SigClust Intrinsic mRNA	SigClust Intrinsic mRNA	STRING	1	SAMPLE
SIGCLUST_UNSUPERVISED_MRNA	SigClust Unsupervised mRNA	SigClust Unsupervised mRNA	STRING	1	SAMPLE
SIGNATUREA	SIGNATUREA	SIGNATUREA	STRING	1	SAMPLE
SIGNATUREB	SIGNATUREB	SIGNATUREB	STRING	1	SAMPLE
SIGNATUREC	SIGNATUREC	SIGNATUREC	STRING	1	SAMPLE
SIGNATURED	SIGNATURED	SIGNATURED	STRING	1	SAMPLE
SIGNATUREE	SIGNATUREE	SIGNATUREE	STRING	1	SAMPLE
SIGNATUREF	SIGNATUREF	SIGNATUREF	STRING	1	SAMPLE
SIGNATURE_A	SIGNATURE A	SIGNATURE A	STRING	1	SAMPLE
SIGNATURE_B	SIGNATURE B	SIGNATURE B	STRING	1	SAMPLE
SIGNATURE_C	SIGNATURE C	SIGNATURE C	STRING	1	SAMPLE
SIGNET_RING	Signet Ring	Signet ring.	STRING	1	PATIENT
SIGNIFICANT_COMORBIDITIES	Significant comorbidities	Significant comorbidities	STRING	1	PATIENT
SILENT_MUTATION	Silent Mutations	Silent Mutations	STRING	1	SAMPLE
SILENT_PER_MB	Silent per Mb	Silent per Mb	STRING	1	SAMPLE
SILENT_RATE	Silent Mutation Rate	Silent Mutation Rate	NUMBER	1	SAMPLE
SILENT_SNV	Silent Single-Nucleotide Variants	Silent Single-Nucleotide Variants	NUMBER	1	SAMPLE
SIMPLIFIED_TUMOR_SITE	Simplified Tumor Site	Location of tumor in study (simplified)	STRING	1	SAMPLE
SINUSOID_INVASION	Sinusoid Invasion	Sinusoid Invasion	STRING	1	SAMPLE
SITE	Site	Site	STRING	1	PATIENT
SITES_IN_COLON	Sites In Colon	Sites In Colon	STRING	1	PATIENT
SITES_OF_METASTATIC_DISEASE	Sites of metastatic disease	Sites of metastatic disease	STRING	1	SAMPLE
SITE_FIRST_RECURRENCE	Site First Recurrence	Site First Recurrence	STRING	1	PATIENT
SITE_ID	Site ID	ID defining the site source	STRING	1	SAMPLE
SITE_OF_DM	Site of DM	Site of DM	STRING	1	SAMPLE
SITE_OF_INITIAL_RELAPSE	Site of Initial Relapse	Site of initial relapse.	STRING	1	SAMPLE
SITE_OF_RADIATION_THERAPY	Radiation Therapy Site	Radiation Therapy Site	STRING	1	SAMPLE
SITE_OF_RECURRENCE	Site of Recurrence	Site of Recurrence	STRING	1	SAMPLE
SITE_OF_TISSUE_BIOPSY	Site of Tissue Biopsy	Site of Tissue Biopsy	STRING	1	SAMPLE
SITE_OF_TISSUE_SOURCE	Tissue Source Site	Tissue Source Site	STRING	1	PATIENT
SITE_OF_TUMOR_TISSUE	Tumor Tissue Site	Tumor Tissue Site	STRING	1	PATIENT
SITE_SEQUENCED	Site Sequenced	Site Sequenced	STRING	1	SAMPLE
SITE_SIMPLIFIED	Simplified Tumor Site	Location of tumor in study (simplified)	STRING	1	PATIENT
SKMEL_ID	SK-MEL Identifier	SK-MEL Identifier	STRING	1	SAMPLE
SMAD4_STATUS	SMAD4 Status	SMAD4 Status	STRING	1	SAMPLE
SMALL_EXONIC_SOMATIC_INDELS	Small Exonic Somatic Indels	Small Exonic Somatic Indels	NUMBER	1	SAMPLE
SMOKER	Smoker	Indicates if person is a smoker.	STRING	1	PATIENT
SMOKER_YEARS	Years Smoked	Years Smoked	NUMBER	1	PATIENT
SMOKING	Smoking	Smoking	STRING	1	PATIENT
SMOKING_AGE_START_YEARS	Smoking Age Start (Years)	Age at which patient began smoking.	NUMBER	1	PATIENT
SMOKING_HISTORY	Smoking History	Smoking History	STRING	1	PATIENT
SMOKING_PACK_PER_DAY	Smoking Pack Per Day	Smoking Pack Per Day	NUMBER	1	PATIENT
SMOKING_PACK_YEARS	Person Cigarette Smoking History Pack Year Value	Numeric computed value to represent lifetime tobacco exposure defined as number of cigarettes smoked per day x number of years smoked divided by 20.	NUMBER	1	PATIENT
SMOKING_QUESTIONNAIRE	smoking questionnaire	smoking questionnaire	STRING	1	PATIENT
SMOKING_YEARS_QUIT	Smoking Years Quit	Years since patient quit smoking	NUMBER	1	PATIENT
SMOKING_YEAR_STARTED	Started Smoking Year	The year in which the participant began smoking.	NUMBER	1	PATIENT
SMOKING_YEAR_STOPPED	Stopped Smoking Year	The year in which the participant quit smoking.	NUMBER	1	PATIENT
SMO_MUTATION	SMO Mutation	SMO Mutation	STRING	1	SAMPLE
SMS	sms	sms	STRING	1	SAMPLE
SNAPSHOT_MUTATIONS	snapshot mutations	snapshot mutations	STRING	1	SAMPLE
SNOMED	SNOMED	SNOMED	STRING	1	PATIENT
SNP	SNP	Single Nucleotide Polymorphism	STRING	1	SAMPLE
SNP6	SNP6	SNP6	STRING	1	SAMPLE
SOCIAL_HISTORY	Social History	Social History	STRING	1	PATIENT
SOMATIC_BRCA_WT_STATUS	Somatic_BRCA_WT_Status	Somatic_BRCA_WT_Status	STRING	1	SAMPLE
SOMATIC_STATUS	Somatic Status	Somatic Status	STRING	1	SAMPLE
SOMATOSTATIN_ANALOG_THERAPY	Somatostatin analog therapy	Somatostatin analog therapy	STRING	1	SAMPLE
SORT_FILE_NUMBER	Sort File Number	Sort File Number	STRING	1	SAMPLE
SOURCE	Source	Source	STRING	1	SAMPLE
SOURCE_LAB	Source Lab	Source Lab	STRING	1	SAMPLE
SOURCE_OF_RECURRENCE_TISSUE	Source of Recurrence Tissue	Source of Recurrence Tissue	STRING	1	PATIENT
SOURCE_PATHOLOGY	Pathology Source	Pathology Source	STRING	1	SAMPLE
SOURCE_TYPE	Source Type	Source type defines where the sample is coming from , ex: Blood, bone marrow . etc.	STRING	1	SAMPLE
SO_COMMENTS	SO comments	Sign-out comments	STRING	1	SAMPLE
SPECIAL_HISTOLOGY	Special Histology	Special Histology	STRING	1	PATIENT
SPECIMEN	Specimen	Specimen	STRING	1	SAMPLE
SPECIMEN_CHEMOTHERAPY_STATUS	Specimen Chemotherapy Status	Specimen Chemotherapy Status	STRING	1	SAMPLE
SPECIMEN_CODE	Specimen Code	Specimen Code	STRING	1	SAMPLE
SPECIMEN_COLLECTION_PRE_OR_POST_CHEMO	Specimen Collection Pre or Post Chemo	Specimen Collection Pre or Post Chemo	STRING	1	SAMPLE
SPECIMEN_CURRENT_WEIGHT	Specimen Current Weight	The weight of the specimen.	STRING	1	SAMPLE
SPECIMEN_FREEZING_METHOD	Specimen Freezing Means	The method used to freeze the tissue after removal from the patient.	STRING	1	SAMPLE
SPECIMEN_PRESERVATION_TYPE	Specimen Preservation Type	The method used for preparing the tissue for examination and study.	STRING	1	SAMPLE
SPECIMEN_REFERENCE_NUMBER	Specimen Reference Number	Specimen Reference Number	STRING	1	SAMPLE
SPECIMEN_SECOND_LONGEST_DIMENSION	Specimen Second Longest Dimension	The second longest dimension of the specimen.	NUMBER	1	SAMPLE
SPECIMEN_SITE	Specimen Site	Specimen Site	STRING	1	SAMPLE
SPECIMEN_TYPE	Specimen Type	The broad cancer phenotype and site information values for a sample to be processed.	STRING	1	SAMPLE
SPINK1_HIGH	SPINK1 High	SPINK1 High	STRING	1	SAMPLE
SPLICE_SITE	Splice Site	Splice Site	STRING	1	SAMPLE
SPLICE_SITE_INSERTION	Splice Site Insertion	Splice Site Insertion	STRING	1	SAMPLE
SPLICE_SITE_SNP	Splice Site SNP	Splice Site SNP	STRING	1	SAMPLE
SPOPL_CNA	SPOPL CNA	SPOPL CNA	STRING	1	SAMPLE
SPOP_MUTATION	SPOP Mutation	SPOP Mutation	STRING	1	SAMPLE
STAGE	Stage	Stage	STRING	1	PATIENT
STAGE_AT_DIAGNOSIS	Stage At Diagnosis	Stage At Diagnosis	STRING	1	SAMPLE
STAGE_AT_FIRST_RECURRENCE	Stage at first Recurrence	Stage at first Recurrence	STRING	1	SAMPLE
STAGE_AT_PRESENTATION	Stage at Presentation	Stage at Presentation	STRING	1	SAMPLE
STAGE_AT_PRESENTATION_OR_RELAPSE	Stage at Presentation or Relapse	Stage at Presentation or Relapse	STRING	1	SAMPLE
STAGE_AT_TESTING	Stage at Testing	Stage at Testing	STRING	1	PATIENT
STAGE_CODE	Stage Code	Stage Code	STRING	1	SAMPLE
STAGE_M	M Stage	M Stage of tumor	STRING	1	SAMPLE
STAGE_OTHER	Stage Other	Stage Other	STRING	1	PATIENT
STAGE_YEAR	Stage Year	Stage Year	NUMBER	1	SAMPLE
STAGING_SYSTEM	Staging System	Staging System.	STRING	1	PATIENT
STAGING_SYSTEM_OTHER	Staging System	Staging System Other	STRING	1	SAMPLE
STAIN_34BE12CK	34BE12CK STAIN	34BE12CK STAIN	STRING	1	SAMPLE
STANDARDIZED_CELL_NAME	Standardized Cell Name	Standardized Cell Name	STRING	1	PATIENT
STANDARDIZED_PARENT_CELL_NAME	Standardized Parent Cell Name	Standardized Parent Cell Name	STRING	1	PATIENT
START_DATE	Start Date	The start date of a treatment(days)	NUMBER	1	PATIENT
START_DATE_BIRTH_DATE	Start Date Calculated from DOB	Start Date Calculated from DOB	NUMBER	1	PATIENT
STATE_PROVINCE_COUNTRY_OF_PROCUREMENT	State-Province-Country of Procurement	State, province, or country of procurement.	STRING	1	PATIENT
STATIN_USE	Statin Used	Statin Used	STRING	1	PATIENT
STATUS	Status	Status.	STRING	1	PATIENT
STATUS1	Status1	Status1	NUMBER	1	PATIENT
STATUSDATE	Status Date	Status date.	STRING	1	PATIENT
STATUS_10P	10p Status	Chromosome Arm-Calls: 10p	STRING	1	SAMPLE
STATUS_10Q	10q Status	Chromosome Arm-Calls: 10q	STRING	1	SAMPLE
STATUS_11P	11p Status	Chromosome Arm-Calls: 11p	STRING	1	SAMPLE
STATUS_11Q	11q Status	Chromosome Arm-Calls: 11q	STRING	1	SAMPLE
STATUS_12P	12p Status	Chromosome Arm-Calls: 12p	STRING	1	SAMPLE
STATUS_12Q	12q Status	Chromosome Arm-Calls: 12q	STRING	1	SAMPLE
STATUS_13_13Q	13 (13q) Status	Chromosome Arm-Calls: 13 (13q)	STRING	1	SAMPLE
STATUS_14_14Q	14 (14q) Status	Chromosome Arm-Calls: 14 (14q)	STRING	1	SAMPLE
STATUS_15_15Q	15 (15q) Status	Chromosome Arm-Calls: 15 (15q)	STRING	1	SAMPLE
STATUS_16P	16p Status	Chromosome Arm-Calls: 16p	STRING	1	SAMPLE
STATUS_16Q	16q Status	Chromosome Arm-Calls: 16q	STRING	1	SAMPLE
STATUS_17P	17p Status	Chromosome Arm-Calls: 17p	STRING	1	SAMPLE
STATUS_17Q	17q Status	Chromosome Arm-Calls: 17q	STRING	1	SAMPLE
STATUS_18P	18p Status	Chromosome Arm-Calls: 18p	STRING	1	SAMPLE
STATUS_18Q	18q Status	Chromosome Arm-Calls: 18q	STRING	1	SAMPLE
STATUS_19P	19p Status	Chromosome Arm-Calls: 19p	STRING	1	SAMPLE
STATUS_19Q	19q Status	Chromosome Arm-Calls: 19q	STRING	1	SAMPLE
STATUS_1P	1p Status	Chromosome Arm-Calls: 1p	STRING	1	SAMPLE
STATUS_1P_19Q	1p/19q Status	1p/19q Status	STRING	1	SAMPLE
STATUS_1Q	1q Status	Chromosome Arm-Calls: 1q	STRING	1	SAMPLE
STATUS_20P	20p Status	Chromosome Arm-Calls: 20p	STRING	1	SAMPLE
STATUS_20Q	20q Status	Chromosome Arm-Calls: 20q	STRING	1	SAMPLE
STATUS_21_21Q	21 (21q) Status	Chromosome Arm-Calls: 21 (21q)	STRING	1	SAMPLE
STATUS_22_22Q	22 (22q) Status	Chromosome Arm-Calls: 22 (22q)	STRING	1	SAMPLE
STATUS_2P	2p Status	Chromosome Arm-Calls: 2p	STRING	1	SAMPLE
STATUS_2Q	2q Status	Chromosome Arm-Calls: 2q	STRING	1	SAMPLE
STATUS_3P	3p Status	Chromosome Arm-Calls: 3p	STRING	1	SAMPLE
STATUS_3Q	3q Status	Chromosome Arm-Calls: 3q	STRING	1	SAMPLE
STATUS_4P	4p Status	Chromosome Arm-Calls: 4p	STRING	1	SAMPLE
STATUS_4Q	4q Status	Chromosome Arm-Calls: 4q	STRING	1	SAMPLE
STATUS_5P	5p Status	Chromosome Arm-Calls: 5p	STRING	1	SAMPLE
STATUS_5Q	5q Status	Chromosome Arm-Calls: 5q	STRING	1	SAMPLE
STATUS_6P	6p Status	Chromosome Arm-Calls: 6p	STRING	1	SAMPLE
STATUS_6Q	6q Status	Chromosome Arm-Calls: 6q	STRING	1	SAMPLE
STATUS_7P	7p Status	Chromosome Arm-Calls: 7p	STRING	1	SAMPLE
STATUS_7Q	7q Status	Chromosome Arm-Calls: 7q	STRING	1	SAMPLE
STATUS_8P	8p Status	Chromosome Arm-Calls: 8p	STRING	1	SAMPLE
STATUS_8Q	8q Status	Chromosome Arm-Calls: 8q	STRING	1	SAMPLE
STATUS_9P	9p Status	Chromosome Arm-Calls: 9p	STRING	1	SAMPLE
STATUS_9Q	9q Status	Chromosome Arm-Calls: 9q	STRING	1	SAMPLE
