NORMALIZED_COLUMN_HEADER	ATTRIBUTE_TYPE	DATATYPE	DESCRIPTIONS	DISPLAY_NAME	PRIORITY	CATEGORY	VOCABULARY	COLOR	FLAG
TCR_GENE_REARRANGEMENT	SAMPLE	STRING	TCR Gene Rearrangement	TCR Gene Rearrangement	1				
TELOMERE_LENGTH_ESTIMATE_IN_BLOOD_NORMAL_KB	SAMPLE	STRING	Telomere length estimate in blood normal (Kb)	Telomere length estimate in blood normal (Kb)	1				
TELOMERE_LENGTH_ESTIMATE_IN_TUMOR_KB	SAMPLE	STRING	Telomere length estimate in tumor (Kb)	Telomere length estimate in tumor (Kb)	1				
TELOMERE_MAINTENANCE	SAMPLE	STRING	Telomere Maintenance	Telomere Maintenance	1				
TEL_STATUS	PATIENT	STRING	TEL status.	TEL Status	1				
TEMOZOLOMIDE_CONCURRENT_WITH_XRT	PATIENT	STRING	Temozolomide Concurrent with XRT	Temozolomide Concurrent with XRT	1				
TEMOZOLOMIDE_TREATMENT	PATIENT	STRING	Temozolomide Treatment	Temozolomide Treatment	1				
TENESMUS_WEEKS	PATIENT	NUMBER	Tenesmus (Weeks)	Tenesmus (Weeks)	1				
TERTIARY_PATTERN	SAMPLE	STRING	Tertiary pattern.	Tertiary Pattern	1				
TERTIARY_RACE	PATIENT	STRING	The third race code for the patient; this data element maps to the NAACCR v16 #162. For institutions not collecting race, submit a null in this category for all patients.	Tertiary Race	1				
TERT_EXPRESSION_LOG2	SAMPLE	STRING	TERT expression (log2)	TERT expression (log2)	1				
TERT_EXPRESSION_STATUS	SAMPLE	STRING	TERT expression status	TERT expression status	1				
TERT_MUTATION	SAMPLE	STRING	TERT Mutation	TERT Mutation	1				
TERT_PROMOTER_STATUS	SAMPLE	STRING	TERT promoter status	TERT promoter status	1				
TESTES_SITE_OF_RELAPSE	SAMPLE	STRING	Testes Site of Relapse	Testes Site of Relapse	1				
TESTICULAR_INVOLVEMENT	PATIENT	STRING	Yes or No indicator for testicular involvement	Testicular Involvement	1				
TESTIS_TUMOR_MACROEXTENT	SAMPLE	STRING	Testis tumor macroextent	Testis tumor macroextent	1				
TESTIS_TUMOR_MACROEXTENT_OTHER	SAMPLE	STRING	Testis tumor macroextent other	Testis tumor macroextent other	1				
TESTIS_TUMOR_MICROEXTENT	SAMPLE	STRING	Testis tumor microextent	Testis tumor microextent	1				
TEST_ALK_FISH	SAMPLE	STRING	test alk fish	test alk fish	1				
TEST_FGFR1_FISH	SAMPLE	STRING	test fgfr1 fish	test fgfr1 fish	1				
TEST_MET_FISH	SAMPLE	STRING	test met fish	test met fish	1				
TEST_MGMT_IHC	SAMPLE	STRING	test mgmt ihc	test mgmt ihc	1				
TEST_PTEN_IHC	SAMPLE	STRING	test pten ihc	test pten ihc	1				
TG_STAIN	SAMPLE	STRING	Tg Stain	Tg Stain	1				
THERAPIES_2YRS_LIST	PATIENT	STRING	Patient-reported response to the question: If [you have been on any therapies for more than two years], please list the cancer therapies you have been on for more than 2 years, if you know their names.	PRD More Than 2 Years Therapy List	1				
THERAPIES_XRC_LIST	PATIENT	STRING	Patient-reported response to the question: If [you have had an extraordinary response to therapy], please list the cancer therapies that have worked extraordinarily well, if you know their names.	PRD Extraordinary Response Therapy List	1				
THERAPY	PATIENT	STRING	therapy	therapy	1				
THREEGENE	PATIENT	STRING	3-Gene classifier subtype	3-Gene classifier subtype	1				
THYROID_RELATED_DEATH	PATIENT	STRING	Thyroid Related Death	Thyroid Related Death	1				
TIMEPOINT	SAMPLE	STRING	Timepoint	Timepoint	1				
TIMEPOINT_AFATINIB	SAMPLE	STRING	Timepoint Afatinib (Pre/On/Post)	Timepoint Afatinib (Pre/On/Post)	1				
TIMEPOINT_TRASTUZUMAB	SAMPLE	STRING	Timepoint Trastuzumab (Pre/On/Post)	Timepoint Trastuzumab (Pre/On/Post)	1				
TIME_BETWEEN_BLOOD_DRAW_AND_BIOPSY	SAMPLE	NUMBER	Time Between Blood Draw and Biopsy	Time Between Blood Draw and Biopsy	1				
TIME_BETWEEN_CLAMPING_AND_FREEZING	PATIENT	STRING	Time between clamping and freezing	Time between clamping and freezing	1				
TIME_BETWEEN_EXCISION_AND_FREEZING	PATIENT	STRING	Time between excision and freezing	Time between excision and freezing	1				
TIME_BETWEEN_HEALER_AND_PHYSICIAN	PATIENT	NUMBER	Time Between Healer and Physician (Weeks)	Time Between Healer and Physician (Weeks)	1				
TIME_FROM_DX_TO_IMPACT_TESTING_MONTHS	SAMPLE	STRING	Time from Dx to IMPACT testing (in months)	Time from Dx to IMPACT testing (in months)	1				
TIME_FROM_MET_DX_SEQUENCING	SAMPLE	NUMBER	Time from Met Dx to Sequencing	Time from Met Dx to Sequencing	1				
TIME_FROM_OBTAINING_SAMPLE_TO_RUNNING_IMPACT_MONTHS	SAMPLE	STRING	Time from obtaining sample to running IMPACT (in months)	Time from obtaining sample to running IMPACT (in months)	1				
TIME_FROM_SURGERY_TO_CHEMOTHERAPY	PATIENT	NUMBER	Time from Surgery to Chemotherapy calculated in Months	Time from Surgery to Chemotherapy (Months)	1				
TIME_FROM_SURGERY_TO_DEATH	PATIENT	NUMBER	Time from Surgery to Death calculated in months	Time from Surgery to Death (Months)	1				
TIME_FROM_SURGERY_TO_POD	PATIENT	NUMBER	Time from Surgery to Progression to Disease calculated in Months	Time from Surgery to POD (Months)	1				
TIME_POINT	SAMPLE	STRING	Time Point	Time Point	1				
TIME_POST_START_OF_AFATINIB_WEEKS	SAMPLE	NUMBER	Time Post Start of Afatinib (weeks)	Time Post Start of Afatinib (weeks)	1				
TIME_TO_COMPLETE_RESPONSE	PATIENT	NUMBER	Time To Complete Response (months)	Time To Complete Response (months)	1				
TIME_TO_DEATH_MONTHS	PATIENT	NUMBER	Time To Death (Months)	Time To Death (Months)	1				
TIME_TO_DIAGNOSIS_WITH_ADVANCED_DISEASE	PATIENT	STRING	Time to diagnosis with advanced disease	Time to diagnosis with advanced disease	1				
TIME_TO_DISTANT_RECURRENCE	PATIENT	NUMBER	Time to distant recurrence	Time to distant recurrence	1				
TIME_TO_FIRST_EVENT_OR_EVENT_FREE_SURVIAL	PATIENT	NUMBER	Time to first event or event-free survival	Time to First Event/Event Free Survival	1				
TIME_TO_FIRST_RECURRENCE	PATIENT	NUMBER	TIme to first recurrence (months)	TIme to first recurrence (months)	1				
TIME_TO_LAST_FOLLOWUP	PATIENT	NUMBER	Time to last followup.	Time to Last Followup	1				
TIME_TO_LOCAL_RECURRENCE	PATIENT	STRING	Time to local recurrence	Time to local recurrence	1				
TIME_TO_LOCAL_RECURRENCE_STATUS	PATIENT	STRING	Time to local recurrence status	Time to local recurrence status	1				
TIME_TO_METASTASIS_MONTHS	SAMPLE	STRING	TIme to Metastasis Months	TIme to Metastasis Months	1				
TIME_TO_MET_MONTHS	PATIENT	NUMBER	Time to metastasis (months).	Time to Metastasis (months)	1				
TIME_TO_PATH_MONTHS	PATIENT	STRING	Time to Path Months	Time to Path Months	1				
TIME_TO_PROGRESSION_OF_DISEASE	PATIENT	NUMBER	Time to Progression of Disease (Months)	Time to Progression of Disease (Months)	1				
TIME_TO_PROGRESSION_OF_DISEASE_DAYS	PATIENT	NUMBER	Time to Progression of Disease (Days)	Time to Progression of Disease (Days)	1				
TIME_TO_PROGRESSION_ON_FOLFOX_AND_REGORAFENIB	PATIENT	NUMBER	Time to progerssion on FOLFOX+ regorafenib	Time to progerssion on FOLFOX+ regorafenib	1				
TIME_TO_RECURRENCE_AFTER_COMPLERE_RESECTION_OF_METS_MONTHS	SAMPLE	NUMBER	Time to recurrence after complere resection of mets (months)	Time to recurrence after complere resection of mets (months)	1				
TIME_TO_RECURRENCE_MONTHS	PATIENT	STRING	Time to Recurrence (months)	Time to Recurrence (months)	1				
TIME_TO_RECURRENCE_OR_DEATH_MONTHS	PATIENT	NUMBER	Time to recurrence or death (months)	Time to recurrence or death (months)	1				
TIME_TO_RECURRENCE_OR_MET	PATIENT	STRING	Time to Recurrence or Met (months)	Time to Recurrence or Met (months)	1				
TIME_TO_RELAPSE	PATIENT	NUMBER	Time To Relapse (months)	Time To Relapse (months)	1				
TIME_TO_RELAPSE_PROTOCOL_ENROLLMENT	PATIENT	STRING	Time from primary enrollment to enrollment on first secondary protocol measured in days	Time to first enrollment on relapse protocol (days)	1				
TIME_TO_RESECTION	PATIENT	NUMBER	Time to Resection	Time to Resection	1				
TIME_TO_SURGERY	PATIENT	NUMBER	Time till surgery description	Time to Surgery	1				
TIME_TO_TREATMENT	PATIENT	NUMBER	Time to treatment (months)	Time to treatment (months)	1				
TIME_TO_UNRESECTABLE_OR_METASTATIC_DISEASE_MONTHS	PATIENT	NUMBER	Time to unresectable or metastatic disease in months	Time to unresectable or metastatic disease in months	1				
TIMING_OF_IMPACT	SAMPLE	STRING	Timepoint at which IMPACT was done	Timing of IMPACT	1				
TIMING_OF_IMPACT_RELATIVE_TO_DISEASE	SAMPLE	STRING	Timing of IMPACT relative to disease course	Timing of IMPACT relative to disease course	1				
TISSUE_ANALYZED	PATIENT	STRING	Tissue Analyzed	Tissue Analyzed	1				
TISSUE_BANK_AVAIL	SAMPLE	STRING	Tissue Bank Available	Tissue Bank Available	1				
TISSUE_COLLECTION_MONTHS	SAMPLE	NUMBER	Date of Tissue collection calculated in months from Date of Diagnosis	Date of Tissue Collection (months)	1				
TISSUE_DIAGNOSIS	SAMPLE	STRING	Tissue Diagnosis	Tissue Diagnosis	1				
TISSUE_LEVEL_ANATOMIC_SITE	SAMPLE	STRING	Tissue-level Anatomic Site	Tissue-level Anatomic Site	1				
TISSUE_PROSPECTIVE_COLLECTION_INDICATOR	SAMPLE	STRING	Tissue prospective collection indicator.	Tissue Prospective Collection Indicator	1				
TISSUE_RETROSPECTIVE_COLLECTION_INDICATOR	SAMPLE	STRING	Tissue retrospective collection indicator.	Tissue Retrospective Collection Indicator	1				
TISSUE_SEQUENCED	SAMPLE	STRING	Tissue Sequnced	Tissue Sequenced	1				
TISSUE_SITE	SAMPLE	STRING	Tissue Site	Tissue Site	1				
TISSUE_SITE_MET_BURDEN	SAMPLE	STRING	Tissue Site Metastasis Burden	Tissue Site Metastasis Burden	1				
TISSUE_SOURCE_SITE	SAMPLE	STRING	A Tissue Source Site collects samples (tissue, cell, or blood) and cliincal metadata which are then sent to tha Biospecimen Core Resource.	Tissue Source Site	1				
TISSUE_TYPE	SAMPLE	STRING	Tissue Type	Tissue Type	1				
TMEM127	SAMPLE	STRING	Tmem127	Tmem127	1				
TMEM127_GERMLINE	SAMPLE	STRING	TMEM127 Germline Mutation	TMEM127 Germline Mutation	1				
TMPRSS2_ERG_FUSION_STATUS	SAMPLE	STRING	TMPRESS2-ERG fusion status.	TMPRSS2-ERG Fusion Status	1				
TNM	SAMPLE	STRING	TNM.	TNM	1				
TNMSTAGE	SAMPLE	STRING	TNM stage.	TNM Stage	1				
TOBACCO_SMOKING_HISTORY_INDICATOR	PATIENT	STRING	Category describing current smoking status and smoking history as self-reported by a patient.	Patient Smoking History Category	1				
TOBACCO_TYPE	PATIENT	STRING	Tobacco Type	Tobacco Type	1				
TOTAL	SAMPLE	STRING	TOTAL	TOTAL	1				
TOTAL_BILIRUBIN	PATIENT	STRING	Bilirubin Total	Bilirubin Total	1				
TOTAL_CELL_NUMBERS	SAMPLE	NUMBER	Total Cell Numbers	Total Cell Numbers	1				
TOTAL_CNA	SAMPLE	NUMBER	Total CNA	Total CNA	1				
TOTAL_EXONIC_MUTATION_BURDEN	PATIENT	NUMBER	Total Exonic Mutation Burden	Total Exonic Mutation Burden	1				
TOTAL_MITOSES	SAMPLE	NUMBER	Total Titoses	Total Titoses	1				
TOTAL_MUTATIONS	PATIENT	NUMBER	Total Mutations	Total Mutations	1				
TOTAL_NUMBER_OF_SAMPLES_PER_PATIENT	SAMPLE	STRING	Total # Samples per patient	Total Number of Samples per Patient	1				
TOTAL_PER_MB	SAMPLE	STRING	TOTAL PER Mb	TOTAL PER Mb	1				
TOTAL_POST_INDUCTION_REGIMENS	PATIENT	STRING	Total number of chemo regimens post induction	Total Number of Post Induction Regimens	1				
TOTAL_REARRANGEMENT	SAMPLE	NUMBER	Total Rearrangement	Total Rearrangement	1				
TOTAL_SNV	SAMPLE	NUMBER	Total Single-Nucleotide Variants	Total SNV	1				
TOTAL_TIME_ON_AFATINIB_WEEKS	SAMPLE	NUMBER	Total Time Period on Afatinib (Weeks)	Total Time Period on Afatinib (Weeks)	1				
TOTAL_TIME_PERIOD_MONTHS	PATIENT	NUMBER	Total Time Period in Months	Total Time Period in Months	1				
TP53_CNA	SAMPLE	STRING	TP53 CNA	TP53 CNA	1				
TP53_DELETION	SAMPLE	STRING	TP53 Deletion is present	TP53 Deletion	1				
TP53_MUTATION	SAMPLE	STRING	TP53 mutation is present.	TP53 Mutation	1				
TP53_PROTEIN_CODING	SAMPLE	NUMBER	TP53 Protein Coding	TP53 Protein Coding	1				
TP53_SOMATIC	SAMPLE	STRING	TP53 Somatic Mutation	TP53 Somatic Mutation	1				
TPS	PATIENT	NUMBER	Tps	Tps	1				
TRADITIONAL_HEALER_HISTORY	PATIENT	STRING	History of Traditional Healer	History of Traditional Healer	1				
TRANSCRIPTOME_SUBTYPE	SAMPLE	STRING	Transcriptome Subtype	Transcriptome Subtype	1				
TRANSFORMATION	SAMPLE	STRING	Has your cell line been immortalized or transformed? Please describe method.	Transformation	1				
TRANSFORMED_LYMPHOMA_DAYS	PATIENT	NUMBER	Days to transformed lymphoma diagnosed	Transformed Lymphoma (days)	1				
TRANSLOCATIONS	SAMPLE	STRING	Translocations	Translocations	1				
TRANSLOCATION_16	SAMPLE	STRING	Translocation 16.	Translocation 16	1				
TRANSLOCATION_DEL_CHR_11	SAMPLE	STRING	Any translocation or deletion of chromosome 11	Chr11 Deletion or Translocation	1				
TRANSPLANT_TYPE	PATIENT	STRING	Type of transplant (sib Allo, MUD, Auto, etc).	Transplant Type	1				
TREATED_OR_UNTREATED_AT_TIME_OF_INITIAL_VISIT	PATIENT	STRING	Treated or untreated at time of initial visit	Treated or untreated at time of initial visit	1				
TREATED_OR_UNTREATED_AT_TIME_OF_INITIAL_VISIT_SAMPLE	SAMPLE	STRING	Sample level Treatment data at initial visit	Sample level Treatment data at initial visit	1				
TREATMENT	PATIENT	STRING	Treatment	Treatment	1				
TREATMENT_ARM	PATIENT	STRING	Treatment Arm	Treatment Arm	1				
TREATMENT_AT_MSK	PATIENT	STRING	Treatment at msk	Treatment at msk	1				
TREATMENT_BEFORE_PDX	PATIENT	STRING	Identifies if the patient had cancer treatment prior to establishing PDX 	Treatment Before PDX	1				
TREATMENT_BEST_RESPONSE	PATIENT	STRING	Treatment best response	Treatment best response	1				
TREATMENT_CHEMOTHERAPY	PATIENT	STRING	Chemotherapy.	Chemotherapy	1				
TREATMENT_DETAILS	PATIENT	STRING	Treatment Details	Treatment Details	1				
TREATMENT_EFFECT	PATIENT	STRING	Treatment Effect	Treatment Effect	1				
TREATMENT_EXPOSED_VS_NAIVE	SAMPLE	STRING	Exposed vs. Naive.	Exposed vs. Naive	1				
TREATMENT_FOR_MTS_DISEASE_BEFORE_MTS_SAMPLING	PATIENT	STRING	Treatment for MTS Disease Before MTS Sampling	Treatment for MTS Disease Before MTS Sampling	1				
TREATMENT_HORMONE_THERAPY	PATIENT	STRING	Hormone therapy.	Hormone Therapy	1				
TREATMENT_INTERVENTION	PATIENT	STRING	Treatment Intervention	Treatment Intervention	1				
TREATMENT_OUTCOME_AT_TCGA_FOLLOWUP	PATIENT	STRING	treatment outcome at tcga followup	treatment outcome at tcga followup	1				
TREATMENT_OUTCOME_FIRST_COURSE	PATIENT	STRING	Text term for the measure of success of outcome after primary treatment (surgery and adjuvant therapies).	Primary Therapy Outcome Success Type	1				
TREATMENT_PALLIATIVE_RADIATION	PATIENT	STRING	Palliative radiation.	Palliative Radiation	1				
TREATMENT_PRIOR_TO_RESECTION	SAMPLE	STRING	treatment prior to resection	treatment prior to resection	1				
TREATMENT_PRIOR_TO_SURGERY_INDICATOR	PATIENT	STRING	Treatment prior to surgery	Treatment prior to surgery	1				
TREATMENT_PROSTATECTOMY	PATIENT	STRING	Prostatectomy.	Prostatectomy	1				
TREATMENT_RADIATION	PATIENT	STRING	Radiation.	Radiation	1				
TREATMENT_RESPONSE	PATIENT	STRING	Treatment Response	Treatment Response	1				
TREATMENT_SCHEDULE	PATIENT	NUMBER	Schedule of Administration in Weeks (Pembrolizumab dosed every 2 or 3 weeks)	Treatment Schedule	1				
TREATMENT_STATUS	SAMPLE	STRING	Treatment status (pre or Post treatment sample)	Treatment Status	1				
TREATMENT_TYPE	PATIENT	STRING	Treatment Type	Treatment Type	1				
TRIPLE_NEG_STATUS	PATIENT	STRING	Patient-reported response to the question: At any time, was your breast cancer found to be triple negative (e.g. NOT ER+, PR+, or HER2+)?	PRD Ever Triple Negative	1				
TRISOMY_10_11_P11_2_Q23	SAMPLE	STRING	Trisomy 10-11_P11_2_Q23.	Trisomy 10-11_P11_2_Q23	1				
TRISOMY_11	SAMPLE	STRING	Trisomy 11	Trisomy 11	1				
TRISOMY_11_19_Q23_P13_1	SAMPLE	STRING	Trisomy 11_19_Q23_P13_1.	Trisomy 11_19_Q23_P13_1	1				
TRISOMY_12	SAMPLE	STRING	Trisomy 12	Trisomy 12	1				
TRISOMY_21	SAMPLE	STRING	Trisomy 21.	Trisomy 21	1				
TRISOMY_3	SAMPLE	STRING	Trisomy 3	Trisomy 3	1				
TRISOMY_3_5_Q25_Q34	SAMPLE	STRING	Trisomy 3_5_Q25_Q34.	Trisomy 3_5_Q25_Q34	1				
TRISOMY_4_10	SAMPLE	STRING	Trisomy 4_10.	Trisomy 4_10	1				
TRISOMY_4_10_17	SAMPLE	STRING	Trisomy 4_10_17.	Trisomy 4_10_17	1				
TRISOMY_6_11_Q27_Q23	SAMPLE	STRING	Trisomy 6_11_Q27_Q23.	Trisomy 6_11_Q27_Q23	1				
TRISOMY_6_9	SAMPLE	STRING	Trisomy 6_9.	Trisomy 6_9	1				
TRISOMY_8	SAMPLE	STRING	Trisomy 8.	Trisomy 8	1				
TRISOMY_8_21	SAMPLE	STRING	Trisomy 8_21.	Trisomy 8_21	1				
TRISOMY_9	SAMPLE	STRING	Trisomy 9	Trisomy 9	1				
TRISOMY_9_11_P22_Q23	SAMPLE	STRING	Trisomy 9_11_P22_Q23.	Trisomy 9_11_P22_Q23	1				
TSC1_MUTATION_STATUS	SAMPLE	STRING	TSC1 Mutation Status	TSC1 Mutation Status	1				
TSC2_MUTATION_STATUS	SAMPLE	STRING	TSC2 Mutation Status	TSC2 Mutation Status	1				
TSS_NAME	SAMPLE	STRING	TSS NAME	TSS NAME	1				
TTF1_STAIN	SAMPLE	STRING	TTF1 Stain	TTF1 Stain	1				
TUBE_ID	SAMPLE	STRING	Tube id.	Tube Id	1				
TUBULE_SCORE	SAMPLE	STRING	Tubule Score	Tubule Score	1				
TUMOR	SAMPLE	STRING	Tumor	Tumor	1				
TUMOR_BASAL_DIAMETER	SAMPLE	NUMBER	Tumor Basal Diameter	Tumor Basal Diameter	1				
TUMOR_BASAL_DIAMETER_MX	SAMPLE	STRING	Tumor Basal Diameter Mx	Tumor Basal Diameter Mx	1				
TUMOR_BORDER	SAMPLE	STRING	Tumor Border	Tumor Border	1				
TUMOR_BURDEN_PATHOLOGIC	SAMPLE	STRING	Tumor burden pathologic	Tumor burden pathologic	1				
TUMOR_BURDEN_RADIOLOGIC	SAMPLE	STRING	Tumor burden radiologic	Tumor burden radiologic	1				
TUMOR_CELLULARITY_DOMINANT_CLONE_VAF	SAMPLE	STRING	Tumor cellularity dominant clone vaf	Tumor cellularity dominant clone vaf	1				
TUMOR_CELLULARITY_PATHOLOGY_REVIEW	SAMPLE	STRING	Tumor cellularity dominant pathology review	Tumor cellularity dominant pathology review	1				
TUMOR_CHANGE	SAMPLE	STRING	TumorChange	TumorChange	1				
TUMOR_CONTENT	SAMPLE	NUMBER	tumor content	tumor content	1				
TUMOR_DIFFERENTIATION	SAMPLE	STRING	Tumor Differentiation	Tumor Differentiation	1				
TUMOR_EXOME_DEPTH	SAMPLE	NUMBER	Tumor Exome Depth	Tumor Exome Depth	1				
TUMOR_EXTENT	PATIENT	STRING	Tumor extent	Tumor extent	1				
TUMOR_FOCALITY	PATIENT	STRING	Primary neoplasm focus type	Tumor focality	1				
TUMOR_GENOME_COVERAGE	SAMPLE	NUMBER	Tumor Genome Coverage	Tumor Genome Coverage	1				
TUMOR_GENOME_LIBRARY	SAMPLE	STRING	Tumor Genome Library	Tumor Genome Library	1				
TUMOR_GRADE	PATIENT	STRING	Histologic grading criteria of Tumors	Tumor Grade	1				
TUMOR_INFILTRATING_LYMPHOCYTES	SAMPLE	STRING	Tumor infiltrating lymphocytes (TILs) are a type of white blood cell found in tumors. TILs are implicated in killing tumor cells, and the presence of lymphocytes in tumors is often associated with better clinical outcomes.	Tumor Infiltrating Lymphocytes	1				
TUMOR_INFILTRATING_MACROPHAGES	SAMPLE	STRING	Tumor Infiltrating Macrophages	Tumor Infiltrating Macrophages	1				
TUMOR_INVASION_PERCENT	PATIENT	NUMBER	Tumor invasion percent	Tumor invasion percent	1				
TUMOR_LARGER_THAN_FOUR_CM	SAMPLE	STRING	Tumor Larger Than 4 Cm	Tumor ̢��� 4 cm	1				
TUMOR_LEVEL	SAMPLE	STRING	Tumor level.	Tumor Level	1				
TUMOR_LOCATION	SAMPLE	STRING	Tumor Location	Tumor Location	1				
TUMOR_LOCATION_DETAILED	SAMPLE	STRING	Specific Tumor Location	Tumor Location Detailed	1				
TUMOR_MORPHOLOGY	PATIENT	STRING	Tumor Morphology	Tumor Morphology	1				
TUMOR_MORPHOLOGY_PERCENTAGE	SAMPLE	STRING	Tumor Morphology Percentage	Tumor Morphology Percentage	1				
TUMOR_MSK_IMPACT	SAMPLE	STRING	Tumor MSK-IMPACT	Tumor MSK-IMPACT	1				
TUMOR_PLOIDY	SAMPLE	STRING	Tumor Ploidy	Tumor Ploidy	1				
TUMOR_PURITY	SAMPLE	STRING	Tumor Purity	Tumor Purity	1				
TUMOR_REGION	SAMPLE	STRING	Tumor region.	Tumor Region	1				
TUMOR_RESECTED_MAX_DIMENSION	PATIENT	NUMBER	Tumor resected max dimension	Tumor resected max dimension	1				
TUMOR_RESIDUAL_DISEASE	SAMPLE	STRING	Tumor residual disease.	Tumor Residual Disease	1				
TUMOR_RESPONSE	PATIENT	STRING	Tumor response cdus type	Tumor response cdus type	1				
TUMOR_SAMPLE_HISTOLOGY	SAMPLE	STRING	Tumor Sample Histology	Tumor Sample Histology	1				
TUMOR_SAMPLE_PROCUREMENT_COUNTRY	PATIENT	STRING	Tumor sample procurement country	Tumor sample procurement country	1				
TUMOR_SHAPE_PATHOLOGIC_CLINICAL	SAMPLE	STRING	Tumor Shape Pathologic Clinical	Tumor Shape Pathologic Clinical	1				
TUMOR_SIDE	SAMPLE	STRING	Tumor side.	Tumor Side	1				
TUMOR_SITE	PATIENT	STRING	Tumor Site	Tumor Site	1				
TUMOR_SIZE	SAMPLE	STRING	Tumor size.	Tumor Size	1				
TUMOR_SIZE_WIDTH	SAMPLE	NUMBER	Tumor size width	Tumor size width	1				
TUMOR_STAGE	SAMPLE	STRING	Tumor stage.	Tumor Stage	1				
TUMOR_STAGE_2009	SAMPLE	STRING	Tumor stage 2009.	Tumor Stage 2009	1				
TUMOR_STAGE_MPUC_DX	SAMPLE	STRING	Tumor Stage at MPUC diagnosis	Tumor Stage at MPUC diagnosis	1				
TUMOR_STATUS	PATIENT	STRING	The state or condition of an individual's neoplasm at a particular point in time.	Person Neoplasm Status	1				
TUMOR_SUBTYPE	SAMPLE	STRING	Tumor Subtype	Tumor Subtype	1				
TUMOR_T1_CODED	SAMPLE	STRING	Tumor--T1 Coded	Tumor--T1 Coded	1				
TUMOR_THICKNESS	SAMPLE	NUMBER	Tumor Thickness	Tumor Thickness	1				
TUMOR_THICKNESS_MEASUREMENT	SAMPLE	STRING	Tumor Thickness Measurement	Tumor Thickness Measurement	1				
TUMOR_TISSUE_SITE	SAMPLE	STRING	Text term that describes the anatomic site of the tumor or disease.	Tumor Disease Anatomic Site	1				
TUMOR_TISSUE_SITE_OTHER	SAMPLE	STRING	Tumor tissue site other	Tumor tissue site other	1				
TUMOR_TOTAL_DEPTH	SAMPLE	STRING	Tumor total depth	Tumor total depth	1				
TUMOR_TOTAL_NECROSIS	SAMPLE	STRING	Tumor total necrosis	Tumor total necrosis	1				
TUMOR_TREATED	SAMPLE	STRING	Tumor treated	Tumor treated	1				
TUMOR_TYPE	SAMPLE	STRING	Tumor Type	Tumor Type	1				
TUMOR_VOLUME	SAMPLE	STRING	Tumor volume calculated through computational volumetric analysis of preoperative CT scans	Tumor Volume	1				
TURIN	PATIENT	STRING	Turin	Turin	1				
TX_90DAYS_POST_RESECTION	PATIENT	STRING	Treatment (90 Days Post Resection)	Treatment (90 Days Post Resection)	1				
TX_CLASS	PATIENT	STRING	Treatment Class	Treatment Class	1				
TX_COMPLETE_RESPONSE	PATIENT	STRING	Treatment (Complete Response)	Treatment (Complete Response)	1				
TX_INDUCTION_COURSES_INDICATOR	PATIENT	STRING	Treatment (Induction Courses Indicator)	Treatment (Induction Courses Indicator)	1				
TX_MAINTENANCE_COURSES_INDICATOR	PATIENT	STRING	Treatment (Maintenance Courses Indicator)	Treatment (Maintenance Courses Indicator)	1				
TX_REG	PATIENT	STRING	Tx_Reg	Tx_Reg	1				
TYPE	SAMPLE	STRING	Type	Type	1				
TYPE_OF_CLINICAL_VARIANT	SAMPLE	STRING	Type of clinical variant	Type of clinical variant	1				
TYPE_OF_PRIOR_LOCAL_THERAPY	PATIENT	STRING	Type of Prior Local Therapy	Type of Prior Local Therapy	1				
TYPE_OF_SURGERY	SAMPLE	STRING	Type of Surgery.	Type of Surgery	1				
TYPE_OF_SURGERY_2	SAMPLE	STRING	Type of Surgery 2	Type of Surgery 2	1				
TYPE_OF_TREATMENT_BEFORE_SAMPLING	PATIENT	STRING	Type of Treatment Before Sampling	Type of Treatment Before Sampling	1				
T_10_11_P11_2_Q23	SAMPLE	STRING	t(10;11)(p11.2;q23) gene fusion status	t(10;11)(p11.2;q23)	1				
T_10_19	SAMPLE	STRING	t(10;19)	t(10;19)	1				
T_11Q23	SAMPLE	STRING	t(11q23)	t(11q23)	1				
T_11_14	SAMPLE	STRING	t(11;14)	t(11;14)	1				
T_11_17	SAMPLE	STRING	t(11;17)	t(11;17)	1				
T_11_18	SAMPLE	STRING	t(11;18)	t(11;18)	1				
T_11_19_Q23_P13_1	SAMPLE	STRING	t(11:19)(q23:p13.1) gene fusion status	t(11:19)(q23:p13.1)	1				
T_11_23	SAMPLE	STRING	t(11;23)	t(11;23)	1				
T_12_2	SAMPLE	STRING	t(12;2)	t(12;2)	1				
T_14_16	SAMPLE	STRING	t(14;16)	t(14;16)	1				
T_14_18	SAMPLE	STRING	t(14;18)	t(14;18)	1				
T_15_17	SAMPLE	STRING	t(15;17)	t(15;17)	1				
T_1_19	SAMPLE	STRING	t(1;19)	t(1;19)	1				
T_1_22	SAMPLE	STRING	t(1;22)	t(1;22)	1				
T_3Q27	SAMPLE	STRING	t(3q;27)	t(3q;27)	1				
T_3_5_Q25_Q34	SAMPLE	STRING	t(3;5)(q25;q34) gene fusion status	t(3;5)(q25;q34)	1				
T_4_11	SAMPLE	STRING	t(4;11)	t(4;11)	1				
T_4_14	SAMPLE	STRING	t(4;14)	t(4;14)	1				
T_5_12	SAMPLE	STRING	t(5;12)	t(5;12)	1				
T_5_14	SAMPLE	STRING	t(5;14)	t(5;14)	1				
T_6_11_Q27_Q23	SAMPLE	STRING	t(6;11)(q27;q23) gene fusion status	t(6;11)(q27;q23)	1				
