enst_id	ensp_id	uniprot_protein_length	Final_mapping_uniprot_id	Gene_Symbol
ENST00000380874	ENSP00000370256	553	Q12948	FOXC1
ENST00000380876	ENSP00000370258	914	B5ME19	EIF3CL
ENST00000380880	ENSP00000370262	2179	Q5H8C1	FREM1
ENST00000380903	ENSP00000370288	669	Q9BVL4	SELENOO
ENST00000380907	ENSP00000370293	278	Q8NHY5	HUS1B
ENST00000380911	ENSP00000370297	267	O95813	CER1
ENST00000380913	ENSP00000370299	1616	Q13796	SHROOM2
ENST00000380916	ENSP00000370303	265	Q8IVQ6	ZDHHC21
ENST00000380918	ENSP00000370305	508	Q8WXA9	SREK1
ENST00000380950	ENSP00000370337	1710	O94986	CEP152
ENST00000380956	ENSP00000370343	451	Q15306	IRF4
ENST00000380958	ENSP00000370345	887	Q58A45	PAN3
ENST00000380959	ENSP00000370346	420	O00712	NFIB
ENST00000380985	ENSP00000370372	704	Q9BYT8	NLN
ENST00000380986	ENSP00000370373	108	P68106	FKBP1B
ENST00000380993	ENSP00000370381	1099	Q13621	SLC12A1
ENST00000381003	ENSP00000370391	332	Q8IZU1	FAM9A
ENST00000381007	ENSP00000370395	304	Q96EQ0	SGTB
ENST00000381020	ENSP00000370408	313	Q99626	CDX2
ENST00000381026	ENSP00000370414	51	Q5VTU8	ATP5F1EP2
ENST00000381031	ENSP00000370419	469	Q5R3I4	TTC38
ENST00000381032	ENSP00000370420	246	Q9H321	VCX3B
ENST00000381033	ENSP00000370421	283	P52945	PDX1
ENST00000381042	ENSP00000370430	253	P41247	PNPLA4
ENST00000381055	ENSP00000370443	1117	Q9UKP5	ADAMTS6
ENST00000381059	ENSP00000370447	206	Q9H320	VCX
ENST00000381070	ENSP00000370460	472	Q6UX04	CWC27
ENST00000381077	ENSP00000370467	228	Q08623	PUDP
ENST00000381089	ENSP00000370479	186	Q9NNX9	VCX3A
ENST00000381116	ENSP00000370508	278	Q9H2K0	MTIF3
ENST00000381125	ENSP00000370517	784	Q01813	PFKP
ENST00000381129	ENSP00000370521	384	Q9NZN9	AIPL1
ENST00000381130	ENSP00000370522	562	Q5FYA8	ARSH
ENST00000381134	ENSP00000370526	589	P51690	ARSE
ENST00000381139	ENSP00000370531	207	Q3I5F7	ACOT6
ENST00000381151	ENSP00000370543	718	P53794	SLC5A3
ENST00000381153	ENSP00000370545	132	Q9P2W6	C11orf21
ENST00000381154	ENSP00000370546	593	P51689	ARSD
ENST00000381163	ENSP00000370555	501	O15488	GYG2
ENST00000381165	ENSP00000370557	205	Q9H081	MIS12
ENST00000381174	ENSP00000370566	180	P55808	XG
ENST00000381176	ENSP00000370568	199	Q3SXP7	SHISAL1
ENST00000381178	ENSP00000370571	528	P07101	TH
ENST00000381192	ENSP00000370588	185	P14209	CD99
ENST00000381199	ENSP00000370596	550	Q7Z3K6	MIER3
ENST00000381209	ENSP00000370606	219	Q86UA6	RPAIN
ENST00000381210	ENSP00000370607	363	Q5HYJ1	TECRL
ENST00000381218	ENSP00000370616	694	O96006	ZBED1
ENST00000381229	ENSP00000370627	345	P46597	ASMT
ENST00000381249	ENSP00000370648	336	Q9HBH5	RDH14
ENST00000381259	ENSP00000370658	441	Q7Z6B0	CCDC91
ENST00000381269	ENSP00000370669	927	P57103	SLC8A3
ENST00000381271	ENSP00000370671	505	Q9P2K6	KLHL42
ENST00000381273	ENSP00000370673	340	A6NHS7	MANSC4
ENST00000381280	ENSP00000370680	434	Q9H4F8	SMOC1
ENST00000381297	ENSP00000370697	359	Q86VZ1	P2RY8
ENST00000381309	ENSP00000370710	1056	Q9H3R0	KDM4C
ENST00000381312	ENSP00000370713	739	Q9NS39	ADARB2
ENST00000381317	ENSP00000370718	621	O95671	ASMTL
ENST00000381318	ENSP00000370719	1721	Q15811	ITSN1
ENST00000381334	ENSP00000370736	324	Q9HC07	TMEM165
ENST00000381337	ENSP00000370741	353	Q9NXG2	THUMPD1
ENST00000381340	ENSP00000370744	2701	Q14571	ITPR2
ENST00000381346	ENSP00000370750	318	Q8TC12	RDH11
ENST00000381356	ENSP00000370761	90	Q6IPR1	ETFRF1
ENST00000381362	ENSP00000370767	537	P55259	GP2
ENST00000381365	ENSP00000370770	190	Q6ZR85	C17orf107
ENST00000381375	ENSP00000370781	519	Q86Y33	CDC20B
ENST00000381393	ENSP00000370800	208	Q8NHZ7	MBD3L2
ENST00000381394	ENSP00000370801	208	A6NDZ8	MBD3L4
ENST00000381396	ENSP00000370803	1012	O43303	CCP110
ENST00000381401	ENSP00000370808	298	P12236	SLC25A6
ENST00000381405	ENSP00000370812	184	Q9NQ30	ESM1
ENST00000381418	ENSP00000370826	1189	O43593	HR
ENST00000381431	ENSP00000370839	318	Q16585	SGCB
ENST00000381434	ENSP00000370842	270	O95760	IL33
ENST00000381436	ENSP00000370844	334	P47775	GPR12
ENST00000381440	ENSP00000370849	535	Q3MIP1	ITPRIPL2
ENST00000381458	ENSP00000370867	693	Q08188	TGM3
ENST00000381471	ENSP00000370880	118	Q16655	MLANA
ENST00000381474	ENSP00000370883	1267	Q5JPE7	NOMO2
ENST00000381480	ENSP00000370889	801	Q8IV53	DENND1C
ENST00000381482	ENSP00000370891	534	Q8TDR2	STK35
ENST00000381519	ENSP00000370930	153	Q16540	MRPL23
ENST00000381524	ENSP00000370935	400	P15509	CSF2RA
ENST00000381525	ENSP00000370936	281	O75461	E2F6
ENST00000381527	ENSP00000370938	464	P49336	CDK8
ENST00000381538	ENSP00000370949	911	Q6ZNB6	NFXL1
ENST00000381554	ENSP00000370966	349	O95825	CRYZL1
ENST00000381571	ENSP00000370984	183	Q9NX08	COMMD8
ENST00000381577	ENSP00000370989	290	Q9NZQ7	CD274
ENST00000381578	ENSP00000370990	292	O15266	SHOX
ENST00000381585	ENSP00000370997	162	Q96LR7	C2orf50
ENST00000381591	ENSP00000371003	602	Q15326	ZMYND11
ENST00000454682	ENSP00000403817	2078	E9PAV3	NACA
ENST00000381623	ENSP00000371036	197	Q9H106	SIRPD
ENST00000381624	ENSP00000371037	798	Q86XM0	CATSPERD
ENST00000381627	ENSP00000371040	185	P04090	RLN2
ENST00000381638	ENSP00000371051	2961	O43149	ZZEF1
ENST00000381641	ENSP00000371054	213	Q9Y581	INSL6
ENST00000381647	ENSP00000371061	294	A6NDU8	C5orf51
ENST00000381652	ENSP00000371067	1132	O60674	JAK2
ENST00000381655	ENSP00000371070	1188	Q9NTI2	ATP8A2
ENST00000381657	ENSP00000371073	323	Q9NUJ7	PLCXD1
ENST00000381668	ENSP00000371084	1164	Q9Y2Q0	ATP8A1
ENST00000381669	ENSP00000371085	529	Q6UXY1	BAIAP2L2
ENST00000381685	ENSP00000371101	688	Q9BSC4	NOL10
ENST00000381697	ENSP00000371116	806	Q5VT03	NUTM2D
ENST00000381698	ENSP00000371117	117	A1L429	GAGE12B
ENST00000381700	ENSP00000371119	117	P0DTW1	GAGE1
ENST00000381707	ENSP00000371126	878	Q8IVF1	NUTM2A
ENST00000381708	ENSP00000371127	116	Q13066	GAGE2B
ENST00000381719	ENSP00000371138	108	P62942	FKBP1A
ENST00000381722	ENSP00000371141	117	A6NDE8	GAGE12H
ENST00000381736	ENSP00000371155	599	Q9BVL2	NUP58
ENST00000381750	ENSP00000371169	373	Q9Y2P8	RCL1
ENST00000381774	ENSP00000371193	314	Q9BRF8	CPPED1
ENST00000381781	ENSP00000371200	342	A6NEK1	ARRDC5
ENST00000381782	ENSP00000371201	718	Q8NE18	NSUN7
ENST00000381786	ENSP00000371205	159	Q96LS8	C2orf48
ENST00000381799	ENSP00000371219	191	Q15669	RHOH
ENST00000381801	ENSP00000371221	621	Q9Y217	MTMR6
ENST00000381809	ENSP00000371230	227	Q9UIJ7	AK3
ENST00000381813	ENSP00000371234	158	Q717R9	CYS1
ENST00000381815	ENSP00000371236	1010	P22102	GART
ENST00000381821	ENSP00000371243	280	O43247	TEX33
ENST00000381840	ENSP00000371262	312	Q08830	FGL1
ENST00000381848	ENSP00000371272	463	Q00G26	PLIN5
ENST00000381854	ENSP00000371278	337	Q7L3B6	CDC37L1
ENST00000381873	ENSP00000371297	494	O15079	SNPH
ENST00000381883	ENSP00000371307	295	Q8IY26	PLPP6
ENST00000381884	ENSP00000371308	1338	Q9HC77	CENPJ
ENST00000381894	ENSP00000371318	256	Q9NUR3	TMEM74B
ENST00000381897	ENSP00000371321	1148	P35251	RFC1
ENST00000381920	ENSP00000371345	404	Q9BUU2	METTL22
ENST00000381922	ENSP00000371347	503	Q9Y264	ANGPT4
ENST00000381923	ENSP00000371348	183	Q4KMG9	TMEM52B
ENST00000381937	ENSP00000371362	442	Q4G0N4	NADK2
ENST00000381938	ENSP00000371364	296	Q8N614	TMEM156
ENST00000381946	ENSP00000371372	1039	P54707	ATP12A
ENST00000381950	ENSP00000371376	796	Q9Y2C9	TLR6
ENST00000381951	ENSP00000371377	309	Q9Y585	OR1A2
ENST00000381962	ENSP00000371388	137	Q9BYN0	SRXN1
ENST00000381967	ENSP00000371393	612	Q96G03	PGM2
ENST00000381968	ENSP00000371394	401	Q8NBV8	SYT8
ENST00000381989	ENSP00000371419	1724	Q9UKK3	PARP4
ENST00000381990	ENSP00000371420	572	Q14956	GPNMB
ENST00000382002	ENSP00000371432	622	P16471	PRLR
ENST00000382004	ENSP00000371434	749	P48380	RFX3
ENST00000382040	ENSP00000371471	361	Q8WXG1	RSAD2
ENST00000382041	ENSP00000371472	2090	Q8N4C6	NIN
ENST00000382051	ENSP00000371483	690	O95436	SLC34A2
ENST00000382073	ENSP00000371505	209	Q6EIG7	CLEC6A
ENST00000382082	ENSP00000371514	545	Q8TDN2	KCNV2
ENST00000382095	ENSP00000371527	652	Q96N96	SPATA13
ENST00000382097	ENSP00000371529	251	Q6IC83	C22orf42
ENST00000382100	ENSP00000371532	873	P98155	VLDLR
ENST00000382103	ENSP00000371535	501	Q9HD40	SEPSECS
ENST00000382114	ENSP00000371548	545	Q8N0V4	LGI2
ENST00000382119	ENSP00000371553	188	Q7Z5D8	NANOGNB
ENST00000382120	ENSP00000371554	240	P08294	SOD3
ENST00000382125	ENSP00000371559	387	Q53HC9	EIPR1
ENST00000382137	ENSP00000371572	333	B2RNN3	C1QTNF9B
ENST00000382142	ENSP00000371577	747	Q9C0I1	MTMR12
ENST00000382152	ENSP00000371587	250	Q6PIL6	KCNIP4
ENST00000382159	ENSP00000371594	68	O60262	GNG7
ENST00000382160	ENSP00000371595	129	Q6L8G9	KRTAP5-6
ENST00000382171	ENSP00000371606	278	Q6L8H4	KRTAP5-1
ENST00000382172	ENSP00000371607	713	Q99797	MIPEP
ENST00000382199	ENSP00000371634	599	Q9Y6M1	IGF2BP2
ENST00000382205	ENSP00000371640	66	Q4QY38	DEFB134
ENST00000382208	ENSP00000371643	77	Q30KP9	DEFB135
ENST00000382209	ENSP00000371644	78	Q30KP8	DEFB136
ENST00000382226	ENSP00000371661	602	Q8N3X6	LCORL
ENST00000382247	ENSP00000371682	216	Q9NXF7	DCAF16
ENST00000382254	ENSP00000371689	794	P55289	CDH12
ENST00000382258	ENSP00000371693	423	Q9NS68	TNFRSF19
ENST00000382276	ENSP00000371711	373	Q9Y5R6	DMRT1
ENST00000382280	ENSP00000371715	208	Q96DA0	ZG16B
ENST00000382285	ENSP00000371722	204	Q9GZP1	NRSN2
ENST00000382292	ENSP00000371729	4579	Q9NZJ4	SACS
ENST00000382297	ENSP00000371734	1352	Q14678	KANK1
ENST00000382348	ENSP00000371785	271	Q8TAK6	OLIG1
ENST00000382349	ENSP00000371786	494	O60422	ONECUT3
ENST00000382350	ENSP00000371787	247	Q6PRD7	CEMP1
ENST00000382353	ENSP00000371790	208	P31371	FGF9
ENST00000382361	ENSP00000371798	493	Q16658	FSCN1
ENST00000382363	ENSP00000371800	377	Q9Y6U7	RNF215
ENST00000382374	ENSP00000371811	434	Q8IYU8	MICU2
ENST00000382375	ENSP00000371812	79	Q17RA5	C21orf62-AS1
ENST00000382376	ENSP00000371813	95	Q7Z7B7	DEFB132
ENST00000382387	ENSP00000371824	295	Q5T8R8	DOCK8-AS1
ENST00000382388	ENSP00000371825	99	Q9H1M4	DEFB127
ENST00000382396	ENSP00000371833	849	Q68DD2	PLA2G4F
ENST00000382398	ENSP00000371835	111	Q9BYW3	DEFB126
ENST00000382405	ENSP00000371842	395	Q5RIA9	CBWD5
ENST00000382406	ENSP00000371843	213	Q8N128	FAM177A1
ENST00000382409	ENSP00000371846	565	O75398	DEAF1
ENST00000382410	ENSP00000371847	156	Q8N687	DEFB125
ENST00000382424	ENSP00000371861	558	Q13117	DAZ2
ENST00000382435	ENSP00000371872	338	Q96KT7	SLC35G5
ENST00000382438	ENSP00000371875	333	P78367	NKX3-2
ENST00000382452	ENSP00000371890	606	O75083	WDR1
ENST00000382483	ENSP00000371923	2400	Q8IWN7	RP1L1
ENST00000382487	ENSP00000371927	363	Q96P69	GPR78
ENST00000382489	ENSP00000371929	454	Q70Z44	HTR3D
ENST00000382492	ENSP00000371932	299	Q9NYW7	TAS2R1
ENST00000382496	ENSP00000371936	1074	Q13591	SEMA5A
ENST00000382500	ENSP00000371940	439	Q12950	FOXD4
ENST00000382545	ENSP00000371985	495	Q09470	KCNA1
ENST00000382554	ENSP00000371994	1898	Q9P2P1	NYNRIN
ENST00000382564	ENSP00000372005	116	Q96DA6	DNAJC19
ENST00000382592	ENSP00000372035	1088	Q9NRM7	LATS2
ENST00000382599	ENSP00000372042	447	Q9Y2T4	PPP2R2C
ENST00000382614	ENSP00000372059	132	A6NNB3	IFITM5
ENST00000382622	ENSP00000372067	394	Q9NR22	PRMT8
ENST00000382647	ENSP00000372093	103	Q9P0J6	MRPL36
ENST00000382659	ENSP00000372105	496	A6NEQ0	RBMY1E
ENST00000382673	ENSP00000372119	496	P0C7P1	RBMY1D
ENST00000382679	ENSP00000372126	94	P59665	DEFA1
ENST00000382713	ENSP00000372160	331	Q6PKX4	DOK6
ENST00000382722	ENSP00000372169	1137	Q7Z3S7	CACNA2D4
ENST00000382723	ENSP00000372170	303	P28360	MSX1
ENST00000382743	ENSP00000372191	399	Q9NTG7	SIRT3
ENST00000382745	ENSP00000372193	805	P51798	CLCN7
ENST00000382751	ENSP00000372199	2271	O60287	URB1
ENST00000382753	ENSP00000372201	165	Q5BJH2	TMEM128
ENST00000382754	ENSP00000372202	214	Q8WVE0	EEF1AKMT1
ENST00000382762	ENSP00000372210	111	Q9NYM9	BET1L
ENST00000382764	ENSP00000372213	182	Q9H606	PRORY
ENST00000382771	ENSP00000372221	375	P36952	SERPINB5
ENST00000382774	ENSP00000372224	655	Q04756	HGFAC
ENST00000382776	ENSP00000445280	371	P0C7U3	ZDHHC11B
ENST00000382822	ENSP00000372272	63	Q3LI54	KRTAP19-8
ENST00000382826	ENSP00000372276	44	Q3LI60	KRTAP20-3
ENST00000382828	ENSP00000372278	44	Q3LI62	KRTAP20-4
ENST00000382830	ENSP00000372281	45	Q3LI68	KRTAP22-2
ENST00000382835	ENSP00000372286	207	Q3LI81	KRTAP27-1
ENST00000382844	ENSP00000372295	226	P29033	GJB2
ENST00000382862	ENSP00000372313	630	Q13421	MSLN
ENST00000382865	ENSP00000372316	900	Q7Z5Q5	POLN
ENST00000382869	ENSP00000372322	1377	Q9UBW7	ZMYM2
ENST00000382891	ENSP00000372347	1365	O96028	NSD2
ENST00000382932	ENSP00000372390	635	O43246	SLC7A4
ENST00000382936	ENSP00000372394	362	A0AVI4	TMEM129
ENST00000382951	ENSP00000372410	156	Q5GAN3	RNASE13
ENST00000382977	ENSP00000372437	522	Q6XPS3	TPTE2
ENST00000383018	ENSP00000372482	132	Q9BV90	SNRNP25
ENST00000383020	ENSP00000372484	496	A6NDE4	RBMY1B
ENST00000383036	ENSP00000372505	206	Q99218	AMELY
ENST00000383070	ENSP00000372547	204	Q05066	SRY
ENST00000383075	ENSP00000372553	334	Q8N9L1	ZIC4
ENST00000383096	ENSP00000372576	867	Q5BJE1	CCDC178
ENST00000383126	ENSP00000372607	266	P79483	HLA-DRB3
ENST00000383130	ENSP00000372611	563	Q5SRN2	TSBP1
ENST00000383163	ENSP00000372649	266	A6NEV1	PRR23A
ENST00000383165	ENSP00000372651	175	Q6ZUU3	FOXL2NB
ENST00000383168	ENSP00000372654	323	P55087	AQP4
ENST00000383202	ENSP00000372689	1258	Q8WVM7	STAG1
ENST00000383204	ENSP00000372691	777	O15211	RGL2
ENST00000383209	ENSP00000372696	378	O96024	B3GALT4
ENST00000383210	ENSP00000372697	723	Q8N1B4	VPS52
ENST00000383231	ENSP00000372718	263	P28068	HLA-DMB
ENST00000383233	ENSP00000372720	296	Q24JQ0	TMEM241
ENST00000383251	ENSP00000372738	254	P01909	HLA-DQA1
ENST00000383259	ENSP00000372746	254	P01903	HLA-DRA
ENST00000383263	ENSP00000372750	532	P08912	CHRM5
ENST00000383366	ENSP00000372857	645	Q8NG66	NEK11
ENST00000383463	ENSP00000372955	354	Q96FZ2	HMCES
ENST00000383467	ENSP00000372959	301	A6NM36	LRRC30
ENST00000383472	ENSP00000372964	729	Q9P2N2	ARHGAP28
ENST00000383490	ENSP00000372982	621	A6NKL6	TMEM200C
ENST00000383508	ENSP00000373000	428	Q13838	DDX39B
ENST00000383555	ENSP00000373047	307	P58182	OR12D2
ENST00000383556	ENSP00000373048	316	Q9UGF7	OR12D3
ENST00000383572	ENSP00000373066	133	Q6F5E7	TXNRD3NB
ENST00000383651	ENSP00000373147	311	O76001	OR2J3
ENST00000383657	ENSP00000373153	254	Q6Y1H2	HACD2
ENST00000383671	ENSP00000373167	244	Q495A1	TIGIT
ENST00000383678	ENSP00000373176	284	Q8N3Z3	GTPBP8
ENST00000383693	ENSP00000373191	178	A1A4G5	LNP1
ENST00000383695	ENSP00000373194	321	A6NET4	OR5K3
ENST00000383696	ENSP00000373196	325	Q8NGV6	OR5H6
ENST00000383701	ENSP00000373206	527	Q5NDL2	EOGT
ENST00000383710	ENSP00000373215	1353	Q9ULU8	CADPS
ENST00000383729	ENSP00000373235	502	Q9NXG6	P4HTM
ENST00000383738	ENSP00000373244	566	O95196	CSPG5
ENST00000383748	ENSP00000373254	128	C9JBD0	KRBOX1
ENST00000383763	ENSP00000373272	868	Q2Q1W2	TRIM71
ENST00000383767	ENSP00000373277	437	Q6XE24	RBMS3
ENST00000383768	ENSP00000373278	356	Q504Y3	ZCWPW2
ENST00000383788	ENSP00000373298	455	Q9Y215	COLQ
ENST00000383790	ENSP00000373300	284	Q8TCB7	METTL6
ENST00000383791	ENSP00000373301	455	O60239	SH3BP5
ENST00000383794	ENSP00000373304	467	Q6PII3	CCDC174
ENST00000383807	ENSP00000373318	1451	Q9BXW9	FANCD2
ENST00000383811	ENSP00000373322	420	Q96HD1	CRELD1
ENST00000383820	ENSP00000373331	351	Q6P087	RPUSD3
ENST00000383832	ENSP00000373343	553	Q8IYJ1	CPNE9
ENST00000383836	ENSP00000373347	1099	O43295	SRGAP3
ENST00000383847	ENSP00000373360	366	Q6UXB0	FAM131A
ENST00000388711	ENSP00000373363	401	Q8NBJ4	GOLM1
ENST00000388718	ENSP00000373370	2391	Q5D862	FLG2
ENST00000388747	ENSP00000373399	394	Q5T9C9	PIP5KL1
ENST00000388752	ENSP00000373404	305	Q5T653	MRPL2
ENST00000388759	ENSP00000373411	192	Q9NYS0	NKIRAS1
ENST00000388761	ENSP00000373413	142	Q6NVU6	UFSP1
ENST00000388820	ENSP00000373472	1686	Q9UKP4	ADAMTS7
ENST00000388822	ENSP00000373474	456	Q9HCE5	METTL14
ENST00000388825	ENSP00000373477	226	P22352	GPX3
ENST00000388833	ENSP00000373485	658	Q2TAA8	TSNAXIP1
ENST00000388835	ENSP00000373487	430	P05783	KRT18
ENST00000388857	ENSP00000373509	122	Q8IZQ5	SELENOH
ENST00000388866	ENSP00000373518	765	Q96PH1	NOX5
ENST00000388887	ENSP00000373539	2551	Q8WWQ8	STAB2
ENST00000388901	ENSP00000373553	443	P61201	COPS2
ENST00000388913	ENSP00000373565	1179	Q6ZRV2	FAM83H
ENST00000388914	ENSP00000373566	1113	Q5M9N0	CCDC158
ENST00000388918	ENSP00000373570	537	P17643	TYRP1
ENST00000388920	ENSP00000373572	318	Q6ZQN5	FOXI2
ENST00000388922	ENSP00000373574	503	P37023	ACVRL1
ENST00000388923	ENSP00000373575	329	Q5TEZ5	C6orf163
ENST00000388931	ENSP00000373583	386	Q8N7X2	STPG3
ENST00000388934	ENSP00000373586	447	Q08AI8	MAB21L4
ENST00000388942	ENSP00000373594	531	Q2M3C6	TMEM266
ENST00000388948	ENSP00000373600	2015	Q38SD2	LRRK1
ENST00000388975	ENSP00000373627	432	Q6ZU15	SEPTIN14
ENST00000388985	ENSP00000373637	428	Q9H7B4	SMYD3
ENST00000388988	ENSP00000373640	373	A2RU49	HYKK
ENST00000388996	ENSP00000373648	872	O43525	KCNQ3
ENST00000389005	ENSP00000373657	620	Q53F19	NCBP3
ENST00000389017	ENSP00000373669	357	Q96GS4	BORCS6
ENST00000389022	ENSP00000373674	228	Q9NPB1	NT5M
ENST00000389032	ENSP00000373684	464	Q9Y2H1	STK38L
ENST00000389048	ENSP00000373700	1620	Q9UM73	ALK
ENST00000389050	ENSP00000373702	630	A8MPX8	PP2D1
ENST00000389061	ENSP00000373713	587	Q9NTJ5	SACM1L
ENST00000389074	ENSP00000373726	160	A6NKW6	SHISAL2B
ENST00000389078	ENSP00000373730	129	Q9BTM1	H2AFJ
ENST00000389082	ENSP00000373734	1274	Q6ZUT9	DENND5B
ENST00000389100	ENSP00000373752	592	Q86T96	RNF180
ENST00000389110	ENSP00000373762	471	Q9UBL9	P2RX2
ENST00000389120	ENSP00000373772	975	Q5VTR2	RNF20
ENST00000389131	ENSP00000373783	774	Q9Y4K0	LOXL2
ENST00000389156	ENSP00000373808	670	Q9Y6X4	FAM169A
ENST00000389158	ENSP00000373810	178	Q9Y3C1	NOP16
ENST00000389173	ENSP00000373825	4427	Q9P225	DNAH2
ENST00000389175	ENSP00000373827	1101	Q8NCX0	CCDC150
ENST00000389201	ENSP00000373853	713	Q9NT99	LRRC4B
ENST00000389202	ENSP00000373854	1161	Q13349	ITGAD
ENST00000389208	ENSP00000373860	283	A6ND91	ASPDH
ENST00000389212	ENSP00000373864	923	O95398	RAPGEF3
ENST00000389221	ENSP00000373873	680	Q9H9P5	UNKL
ENST00000389232	ENSP00000373884	4870	Q15413	RYR3
ENST00000389243	ENSP00000373895	301	Q14863	POU6F1
ENST00000389266	ENSP00000373918	739	P41250	GARS
ENST00000389282	ENSP00000373933	1651	O95785	WIZ
ENST00000389286	ENSP00000373937	1150	Q2VWP7	PRTG
ENST00000389297	ENSP00000373948	941	A5D8W1	CFAP69
ENST00000389301	ENSP00000373952	1455	O15360	FANCA
ENST00000389313	ENSP00000373964	461	Q2TAL5	SMTNL2
ENST00000389347	ENSP00000373998	508	A1A5D9	BICDL2
ENST00000389363	ENSP00000374014	377	Q9BZW4	TM6SF2
ENST00000389384	ENSP00000374035	347	Q14CW9	ATXN7L3
ENST00000389385	ENSP00000374036	694	Q9Y2J0	RPH3A
ENST00000389386	ENSP00000374037	631	Q9Y2B5	VPS9D1
ENST00000389398	ENSP00000374049	1184	A6NCI4	VWA3A
ENST00000389418	ENSP00000374069	1015	Q92932	PTPRN2
ENST00000389474	ENSP00000374125	328	Q6ZMC9	SIGLEC15
ENST00000389484	ENSP00000374135	4599	Q9NZR2	LRP1B
ENST00000389494	ENSP00000374145	517	P07510	CHRNG
ENST00000389501	ENSP00000374152	418	Q6GMV2	SMYD5
ENST00000389506	ENSP00000374157	3969	Q03164	KMT2A
ENST00000389532	ENSP00000374183	1602	Q5T5Y3	CAMSAP1
ENST00000389554	ENSP00000374205	682	Q16650	TBR1
ENST00000389567	ENSP00000374218	886	A0FGR9	ESYT3
ENST00000389568	ENSP00000374219	664	Q96BT7	ALKBH8
ENST00000389583	ENSP00000374234	275	A0PK05	TMEM72
ENST00000389586	ENSP00000374237	559	Q96DL1	NXPE2
ENST00000389601	ENSP00000374252	587	A6NK59	ASB14
ENST00000389614	ENSP00000374265	190	P18283	GPX2
ENST00000389617	ENSP00000374268	443	A0PJZ3	GXYLT2
ENST00000389623	ENSP00000374274	1573	A1L4H1	SSC5D
ENST00000389629	ENSP00000374280	710	Q92541	RTF1
ENST00000389658	ENSP00000374309	3075	P25391	LAMA1
ENST00000389677	ENSP00000374328	409	Q5TGI0	FAXC
ENST00000389682	ENSP00000374332	228	Q15631	TSN
ENST00000389698	ENSP00000374348	2036	Q6GYQ0	RALGAPA1
ENST00000389704	ENSP00000374354	276	Q96B26	EXOSC8
ENST00000389709	ENSP00000374359	858	Q2QGD7	ZXDC
ENST00000389721	ENSP00000374371	2137	P11277	SPTB
ENST00000389727	ENSP00000374377	216	Q6ZTI6	RFLNA
ENST00000389737	ENSP00000374387	757	Q8IYL2	TRMT44
ENST00000389740	ENSP00000374390	731	Q86SP6	GPR149
ENST00000389749	ENSP00000374399	289	Q96FX7	TRMT61A
ENST00000389758	ENSP00000374408	1674	A6NES4	MROH2A
ENST00000389759	ENSP00000374409	1192	Q99569	PKP4
ENST00000389774	ENSP00000374424	464	P85298	ARHGAP8
ENST00000389793	ENSP00000374443	3801	Q99698	LYST
ENST00000389798	ENSP00000374448	728	Q9Y2L9	LRCH1
ENST00000389805	ENSP00000374455	440	Q13501	SQSTM1
ENST00000389811	ENSP00000374461	547	Q9NUZ1	ACOXL
ENST00000389817	ENSP00000374467	1581	Q09428	ABCC8
ENST00000389832	ENSP00000374482	312	Q86SM8	MRGPRE
ENST00000389834	ENSP00000374484	555	Q8NBN3	TMEM87A
ENST00000389851	ENSP00000374501	709	Q2YD98	UVSSA
ENST00000389857	ENSP00000374507	2028	Q9P219	CCDC88C
ENST00000389879	ENSP00000374529	580	O75909	CCNK
ENST00000389908	ENSP00000374558	662	Q9H714	RUBCNL
ENST00000389912	ENSP00000374562	106	Q9P0S2	COX16
ENST00000389915	ENSP00000374565	195	A1KXE4	FAM168B
ENST00000389916	ENSP00000374566	998	Q2TAC6	KIF19
ENST00000389924	ENSP00000374574	938	Q86XP3	DDX42
ENST00000389942	ENSP00000374592	527	A2A288	ZC3H12D
ENST00000389961	ENSP00000374611	2040	Q86XA9	HEATR5A
ENST00000389975	ENSP00000374625	678	Q6UXI7	VIT
ENST00000390159	ENSP00000375087	159	Q96CB5	C8orf44
ENST00000390243	ENSP00000374778	121	P06312	IGKV4-1
ENST00000390244	ENSP00000374779	115	P06315	IGKV5-2
ENST00000390247	ENSP00000374782	116	A0A075B6H7	IGKV3-7
ENST00000390252	ENSP00000374787	115	P01624	IGKV3-15
ENST00000390256	ENSP00000374791	114	A0A0C4DH24	IGKV6-21
ENST00000390268	ENSP00000374803	120	A0A0A0MRZ7	IGKV2D-26
ENST00000390270	ENSP00000374805	116	A0A0C4DH25	IGKV3D-20
ENST00000390271	ENSP00000374806	115	A0A0C4DH26	IGKV6D-41
ENST00000390276	ENSP00000374811	117	A0A0C4DH73	IGKV1-12
ENST00000390282	ENSP00000374817	119	A0A075B6H9	IGLV4-69
ENST00000390283	ENSP00000374818	122	A0A075B6I0	IGLV8-61
ENST00000390284	ENSP00000374819	120	A0A075B6I1	IGLV4-60
ENST00000390287	ENSP00000374822	117	A0A075B6I4	IGLV10-54
ENST00000390289	ENSP00000374824	124	A0A0A0MRZ9	IGLV5-52
ENST00000390291	ENSP00000374826	118	A0A075B6I6	IGLV1-50
ENST00000390294	ENSP00000374829	117	P01700	IGLV1-47
ENST00000390297	ENSP00000374832	117	P01699	IGLV1-44
ENST00000390298	ENSP00000374833	117	P04211	IGLV7-43
ENST00000390299	ENSP00000374834	118	P01703	IGLV1-40
