Entry	Gene names	Length	Gene names  (ordered locus )	Gene names  (ORF )	Gene names  (primary )	Gene names  (synonym )	Date of last modification	Version (entry)
P30046	DDT	118			DDT		8/12/20	192
Q8TF09	DYNLRB2 DNCL2B DNLC2B ROBLD2	96			DYNLRB2	DNCL2B DNLC2B ROBLD2	8/12/20	133
P80365	HSD11B2 HSD11K SDR9C3	405			HSD11B2	HSD11K SDR9C3	8/12/20	190
Q6NXP0	EFCAB12 C3orf25	572			EFCAB12	C3orf25	8/12/20	132
Q7RTS9	DYM	669			DYM		8/12/20	130
Q14181	POLA2	598			POLA2		8/12/20	172
P17661	DES	470			DES		8/12/20	212
P24530	EDNRB ETRB	442			EDNRB	ETRB	8/12/20	227
Q9NR20	DYRK4	520			DYRK4		8/12/20	173
Q9BQ95	ECSIT	431			ECSIT		8/12/20	143
Q32P44	EML3	896			EML3		8/12/20	138
O75521	ECI2 DRS1 HCA88 PECI	394			ECI2	DRS1 HCA88 PECI	8/12/20	205
Q9BXX0	EMILIN2	1053			EMILIN2		8/12/20	149
P21709	EPHA1 EPH EPHT EPHT1	976			EPHA1	EPH EPHT EPHT1	8/12/20	216
Q96KQ7	EHMT2 BAT8 C6orf30 G9A KMT1C NG36	1210			EHMT2	BAT8 C6orf30 G9A KMT1C NG36	8/12/20	207
Q8NG57	ELOA3 TCEB3C TCEB3L2	546			ELOA3	TCEB3C TCEB3L2	8/12/20	162
Q14232	EIF2B1 EIF2BA	305			EIF2B1	EIF2BA	8/12/20	173
P78545	ELF3 ERT ESX JEN	371			ELF3	ERT ESX JEN	8/12/20	186
Q5JST6	EFHC2	749			EFHC2		8/12/20	141
Q5RGS3	FAM74A1	127			FAM74A1		8/12/20	87
Q9Y2D4	EXOC6B KIAA0919 SEC15B SEC15L2	811			EXOC6B	KIAA0919 SEC15B SEC15L2	8/12/20	140
Q9H6Z9	EGLN3	239			EGLN3		8/12/20	171
Q12926	ELAVL2 HUB	359			ELAVL2	HUB	8/12/20	172
Q14CZ7	FASTKD3	662			FASTKD3		8/12/20	99
Q9BXW9	FANCD2 FACD	1451			FANCD2	FACD	8/12/20	178
P24071	FCAR CD89	287			FCAR	CD89	8/12/20	192
A0A0B4J2D5	GATD3B HES1 KNPI	268			GATD3B	HES1 KNPI	8/12/20	42
Q13547	HDAC1 RPD3L1	482			HDAC1	RPD3L1	8/12/20	235
P06899	H2BC11 H2BFR HIST1H2BJ	126			H2BC11	H2BFR HIST1H2BJ	8/12/20	200
Q9P0R6	GSKIP C14orf129 HSPC210	139		HSPC210	GSKIP	C14orf129	8/12/20	148
Q9Y5Z4	HEBP2 C6orf34 SOUL	205			HEBP2	C6orf34 SOUL	8/12/20	150
P09210	GSTA2 GST2	222			GSTA2	GST2	8/12/20	210
A8MVW5	HEPACAM2 MIKI UNQ305/PRO346	462		UNQ305/PRO346	HEPACAM2	MIKI	8/12/20	114
Q96D42	HAVCR1 KIM1 TIM1 TIMD1	364			HAVCR1	KIM1 TIM1 TIMD1	8/12/20	150
P69891	HBG1 PRO2979	147		PRO2979	HBG1		8/12/20	170
C9JL84	HHLA1	531			HHLA1		8/12/20	66
P03952	KLKB1 KLK3	638			KLKB1	KLK3	8/12/20	214
Q9Y4X4	KLF12 AP2REP HSPC122	402		HSPC122	KLF12	AP2REP	8/12/20	177
Q9NSK0	KLC4 KNSL8	619			KLC4	KNSL8	8/12/20	178
P78386	KRT85 KRTHB5	507			KRT85	KRTHB5	8/12/20	162
O76014	KRT37 HHA7 HKA7 KRTHA7	449			KRT37	HHA7 HKA7 KRTHA7	8/12/20	149
P23919	DTYMK CDC8 TMPK TYMK	212			DTYMK	CDC8 TMPK TYMK	8/12/20	189
O95235	KIF20A MKLP2 RAB6KIFL	890			KIF20A	MKLP2 RAB6KIFL	8/12/20	179
Q9Y597	KCTD3	815			KCTD3		8/12/20	163
Q99612	KLF6 BCD1 COPEB CPBP ST12	283			KLF6	BCD1 COPEB CPBP ST12	8/12/20	195
Q96I82	KAZALD1 FKSG28 FKSG40 UNQ2945/PRO21184	304		FKSG28 FKSG40 UNQ2945/PRO21184	KAZALD1		8/12/20	152
Q6MZP7	LIN54 CXCDC1 KIAA2037	749			LIN54	CXCDC1 KIAA2037	8/12/20	123
Q86W47	KCNMB4	210			KCNMB4		8/12/20	135
Q13571	LAPTM5 KIAA0085	262			LAPTM5	KIAA0085	8/12/20	154
P11279	LAMP1	417			LAMP1		8/12/20	198
Q9HBL6	LRTM1 HT017	345		HT017	LRTM1		8/12/20	146
P02545	LMNA LMN1	664			LMNA	LMN1	8/12/20	258
P01715	IGLV3-1	115			IGLV3-1		8/12/20	124
Q9H9Z2	LIN28A CSDD1 LIN28 ZCCHC1	209			LIN28A	CSDD1 LIN28 ZCCHC1	8/12/20	171
O95237	LRAT	230			LRAT		8/12/20	159
P58215	LOXL3 LOXL	753			LOXL3	LOXL	8/12/20	170
Q9NQ48	LZTFL1	299			LZTFL1		8/12/20	139
P12980	LYL1 BHLHA18	280			LYL1	BHLHA18	8/12/20	188
Q8NHJ6	LILRB4 ILT3 LIR5	448			LILRB4	ILT3 LIR5	8/12/20	163
Q8WV07	LTO1 ORAOV1 TAOS1	137			LTO1	ORAOV1 TAOS1	8/12/20	124
Q9Y2Q5	LAMTOR2 MAPBPIP ROBLD3 HSPC003	125		HSPC003	LAMTOR2	MAPBPIP ROBLD3	8/12/20	169
Q9HCC9	ZFYVE28 KIAA1643 LST2	887			ZFYVE28	KIAA1643 LST2	8/12/20	138
Q9Y4K4	MAP4K5	846			MAP4K5		8/12/20	176
A2RUH7	MYBPHL	354			MYBPHL		8/12/20	116
Q6ZWT7	MBOAT2 OACT2	520			MBOAT2	OACT2	8/12/20	115
Q8N7X4	MAGEB6	407			MAGEB6		8/12/20	126
O15525	MAFG	162			MAFG		8/12/20	179
Q13477	MADCAM1	382			MADCAM1		8/12/20	166
A6NDR6	MEIS3P1	274			MEIS3P1		8/12/20	72
P50222	MEOX2 GAX MOX2	304			MEOX2	GAX MOX2	8/12/20	181
Q9Y4K0	LOXL2	774			LOXL2		8/12/20	187
Q96EY5	MVB12A CFBP FAM125A	273			MVB12A	CFBP FAM125A	8/12/20	146
O95243	MBD4 MED1	580			MBD4	MED1	8/12/20	166
P50281	MMP14	582			MMP14		8/12/20	212
Q6UXV4	APOOL CXorf33 FAM121A MIC27 UNQ8193/PRO23204	268		UNQ8193/PRO23204	APOOL	CXorf33 FAM121A MIC27	8/12/20	126
Q70IA8	MOB3C MOBKL2C	216			MOB3C	MOBKL2C	8/12/20	120
Q9H000	MKRN2 RNF62 HSPC070	416		HSPC070	MKRN2	RNF62	8/12/20	178
Q9BYG3	NIFK MKI67IP NOPP34	293			NIFK	MKI67IP NOPP34	8/12/20	175
Q9UBU8	MORF4L1 MRG15 FWP006 HSPC008 HSPC061 PP368	362		FWP006 HSPC008 HSPC061 PP368	MORF4L1	MRG15	8/12/20	211
Q6DT37	CDC42BPG DMPK2	1551			CDC42BPG	DMPK2	8/12/20	154
O15440	ABCC5 MRP5	1437			ABCC5	MRP5	8/12/20	186
Q8IZY2	ABCA7	2146			ABCA7		8/12/20	147
Q8IZ83	ALDH16A1	802			ALDH16A1		8/12/20	148
P26439	HSD3B2 HSDB3B	372			HSD3B2	HSDB3B	8/12/20	209
P30532	CHRNA5 NACHRA5	468			CHRNA5	NACHRA5	8/12/20	191
Q5T8D3	ACBD5 KIAA1996	534			ACBD5	KIAA1996	8/12/20	136
P28221	HTR1D HTR1DA HTRL	377			HTR1D	HTR1DA HTRL	8/12/20	176
Q96P50	ACAP3 CENTB5 KIAA1716	834			ACAP3	CENTB5 KIAA1716	8/12/20	163
P30926	CHRNB4	498			CHRNB4		8/12/20	200
P02708	CHRNA1 ACHRA CHNRA	482			CHRNA1	ACHRA CHNRA	8/12/20	220
P49419	ALDH7A1 ATQ1	539			ALDH7A1	ATQ1	8/12/20	203
Q9NZN9	AIPL1 AIPL2	384			AIPL1	AIPL2	8/12/20	182
Q9Y235	APOBEC2	224			APOBEC2		8/12/20	144
P54922	ADPRH ARH1	357			ADPRH	ARH1	8/12/20	156
Q96SZ5	ADO C10orf22	270			ADO	C10orf22	8/12/20	142
Q86TB3	ALPK2 HAK	2170			ALPK2	HAK	8/12/20	137
Q08AH3	ACSM2A ACSM2 MACS2	577			ACSM2A	ACSM2 MACS2	8/12/20	108
Q8IZF4	ADGRG5 GPR114 PGR27 UNQ2524/PRO6017	528		UNQ2524/PRO6017	ADGRG5	GPR114 PGR27	8/12/20	147
P35626	GRK3 ADRBK2 BARK2	688			GRK3	ADRBK2 BARK2	8/12/20	195
Q9HAR2	ADGRL3 KIAA0768 LEC3 LPHN3	1447			ADGRL3	KIAA0768 LEC3 LPHN3	8/12/20	156
Q6NS38	ALKBH2 ABH2	261			ALKBH2	ABH2	8/12/20	138
Q9NUB1	ACSS1 ACAS2L KIAA1846	689			ACSS1	ACAS2L KIAA1846	8/12/20	164
Q9NXR5	ANKRD10	420			ANKRD10		8/12/20	145
Q5VTE6	ANGEL2 KIAA0759L	544			ANGEL2	KIAA0759L	8/12/20	122
Q8N8A2	ANKRD44	993			ANKRD44		8/12/20	155
P13928	ANXA8 ANX8	327			ANXA8	ANX8	8/12/20	191
O14520	AQP7 AQP7L AQP9	342			AQP7	AQP7L AQP9	8/12/20	157
Q8NI99	ANGPTL6 AGF ARP5 UNQ152/PRO178	470		UNQ152/PRO178	ANGPTL6	AGF ARP5	8/12/20	133
P20073	ANXA7 ANX7 SNX OK/SW-cl.95	488		OK/SW-cl.95	ANXA7	ANX7 SNX	8/12/20	199
O95841	ANGPTL1 ANG3 ANGPT3 ARP1 PSEC0154 UNQ162/PRO188	491		PSEC0154 UNQ162/PRO188	ANGPTL1	ANG3 ANGPT3 ARP1	8/12/20	145
Q96NS5	ASB16	453			ASB16		8/12/20	154
Q9H0Y0	ATG10 APG10L PP12616	220		PP12616	ATG10	APG10L	8/12/20	148
Q8N6S5	ARL6IP6 PFAAP1	226			ARL6IP6	PFAAP1	8/12/20	121
Q76L83	ASXL2 ASXH2 KIAA1685	1435			ASXL2	ASXH2 KIAA1685	8/12/20	132
Q16775	HAGH GLO2 HAGH1	308			HAGH	GLO2 HAGH1	8/12/20	177
Q5T6J7	IDNK C9orf103	187			IDNK	C9orf103	8/12/20	126
Q9UHL9	GTF2IRD1 CREAM1 GTF3 MUSTRD1 RBAP2 WBSCR11 WBSCR12	959			GTF2IRD1	CREAM1 GTF3 MUSTRD1 RBAP2 WBSCR11 WBSCR12	8/12/20	187
Q4G0G2	H1-10-AS1 C3orf47 H1FX-AS1	97			H1-10-AS1	C3orf47 H1FX-AS1	8/12/20	59
Q9BX10	GTPBP2	602			GTPBP2		8/12/20	149
Q86Z02	HIPK1 KIAA0630 MYAK NBAK2	1210			HIPK1	KIAA0630 MYAK NBAK2	8/12/20	163
O00198	HRK BID3	91			HRK	BID3	8/12/20	132
Q9UM19	HPCAL4	191			HPCAL4		8/12/20	158
A0A0A0MS15	IGHV3-49	119			IGHV3-49		8/12/20	39
P01764	IGHV3-23	117			IGHV3-23		8/12/20	160
Q96M11	HYLS1 HLS	299			HYLS1	HLS	8/12/20	124
Q9BUP3	HTATIP2 CC3 TIP30	242			HTATIP2	CC3 TIP30	8/12/20	158
P52926	HMGA2 HMGIC	109			HMGA2	HMGIC	8/12/20	194
Q9NWW0	HCFC1R1 HPIP	138			HCFC1R1	HPIP	8/12/20	128
O14645	DNALI1	258			DNALI1		8/12/20	146
P29460	IL12B NKSF2	328			IL12B	NKSF2	8/12/20	221
P01566	IFNA10	189			IFNA10		8/12/20	176
A0M8Q6	IGLC7	106			IGLC7		8/12/20	100
Q6ZVW7	IL17REL	336			IL17REL		8/12/20	102
Q6U949	IGF2-AS IGF2-AS1 IGF2AS	168			IGF2-AS	IGF2-AS1 IGF2AS	8/12/20	93
Q5TA45	INTS11 CPSF3L RC68	600			INTS11	CPSF3L RC68	8/12/20	137
P05231	IL6 IFNB2	212			IL6	IFNB2	8/12/20	231
A6NMX2	EIF4E1B	242			EIF4E1B		8/12/20	95
P10914	IRF1	325			IRF1		8/12/20	187
P56199	ITGA1	1179			ITGA1		8/12/20	195
Q15306	IRF4 MUM1	451			IRF4	MUM1	8/12/20	201
Q5JU85	IQSEC2 KIAA0522	1488			IQSEC2	KIAA0522	8/12/20	147
P05106	ITGB3 GP3A	788			ITGB3	GP3A	8/12/20	269
P05154	SERPINA5 PCI PLANH3 PROCI	406			SERPINA5	PCI PLANH3 PROCI	8/12/20	217
O94854	KIAA0754	1291			KIAA0754		8/12/20	101
Q92794	KAT6A MOZ MYST3 RUNXBP2 ZNF220	2004			KAT6A	MOZ MYST3 RUNXBP2 ZNF220	8/12/20	207
Q13237	PRKG2 PRKGR2	762			PRKG2	PRKGR2	8/12/20	183
P01601	IGKV1D-16	117			IGKV1D-16		8/12/20	140
Q96AC6	KIFC2	838			KIFC2		8/12/20	143
O94806	PRKD3 EPK2 PRKCN	890			PRKD3	EPK2 PRKCN	8/12/20	187
Q6B0I6	KDM4D JHDM3D JMJD2D	523			KDM4D	JHDM3D JMJD2D	8/12/20	139
Q5H943	CT83 CXorf61 KKLC1	113			CT83	CXorf61 KKLC1	8/12/20	106
Q8NBH2	KY	561			KY		8/12/20	119
O15054	KDM6B JMJD3 KIAA0346	1643			KDM6B	JMJD3 KIAA0346	8/12/20	161
P60370	KRTAP10-5 KAP10.5 KAP18-5 KRTAP10.5 KRTAP18-5 KRTAP18.5	271			KRTAP10-5	KAP10.5 KAP18-5 KRTAP10.5 KRTAP18-5 KRTAP18.5	8/12/20	123
Q3LI70	KRTAP19-6 KAP19.6	58			KRTAP19-6	KAP19.6	8/12/20	82
Q6PIU1	KCNV1	500			KCNV1		8/12/20	144
Q9Y6H6	KCNE3	103			KCNE3		8/12/20	162
P01624	IGKV3-15	115			IGKV3-15		8/12/20	116
Q3SYF9	KRTAP19-7 KAP19.7	63			KRTAP19-7	KAP19.7	8/12/20	89
O75334	PPFIA2	1257			PPFIA2		8/12/20	161
P60411	KRTAP10-9 KAP10.9 KAP18-9 KRTAP10.9 KRTAP18-9 KRTAP18.9	292			KRTAP10-9	KAP10.9 KAP18-9 KRTAP10.9 KRTAP18-9 KRTAP18.9	8/12/20	130
A0A0C4DH68	IGKV2-24	120			IGKV2-24		8/12/20	38
Q9UGP4	LIMD1	676			LIMD1		8/12/20	168
Q8IWV1	LAX1 LAX	398			LAX1	LAX	8/12/20	140
O60309	LRRC37A3 KIAA0563	1634			LRRC37A3	KIAA0563	8/12/20	145
Q8N2G4	LYPD1 LYPDC1 PSEC0181 UNQ3079/PRO9917	141		PSEC0181 UNQ3079/PRO9917	LYPD1	LYPDC1	8/12/20	136
P10253	GAA	952			GAA		8/12/20	228
Q6XZB0	LIPI LPDL PRED5	460		PRED5	LIPI	LPDL	8/12/20	149
Q5T700	LDLRAD1	205			LDLRAD1		8/12/20	123
Q9HBW0	LPAR2 EDG4 LPA2	351			LPAR2	EDG4 LPA2	8/12/20	163
P06858	LPL LIPD	475			LPL	LIPD	8/12/20	240
Q96LR2	LURAP1 C1orf190 LRAP35A LRP35A	239			LURAP1	C1orf190 LRAP35A LRP35A	8/12/20	126
Q9H1C0	LPAR5 GPR92 GPR93	372			LPAR5	GPR92 GPR93	8/12/20	147
Q7Z2Q7	LRRC70 UNQ1891/PRO4337	622		UNQ1891/PRO4337	LRRC70		8/12/20	132
Q7L1W4	LRRC8D LRRC5 UNQ213/PRO239	858		UNQ213/PRO239	LRRC8D	LRRC5	8/12/20	153
P49901	SMCP MCS MCSP	116			SMCP	MCS MCSP	8/12/20	139
Q9Y2E5	MAN2B2 KIAA0935	1009			MAN2B2	KIAA0935	8/12/20	170
Q9H9H5	MAP6D1	199			MAP6D1		8/12/20	123
Q7Z7M0	MEGF8 C19orf49 EGFL4 KIAA0817	2845			MEGF8	C19orf49 EGFL4 KIAA0817	8/12/20	169
Q02078	MEF2A MEF2	507			MEF2A	MEF2	8/12/20	203
P04201	MAS1 MAS	325			MAS1	MAS	8/12/20	176
Q6PJG2	MIDEAS C14orf117 C14orf43 ELMSAN1	1045			MIDEAS	C14orf117 C14orf43 ELMSAN1	8/12/20	139
Q13233	MAP3K1 MAPKKK1 MEKK MEKK1	1512			MAP3K1	MAPKKK1 MEKK MEKK1	8/12/20	199
Q96GX2	ATXN7L3B	97			ATXN7L3B		8/12/20	99
Q9BZ11	ADAM33 C20orf153 UNQ873/PRO1891	813		UNQ873/PRO1891	ADAM33	C20orf153	8/12/20	182
P53680	AP2S1 AP17 CLAPS2	142			AP2S1	AP17 CLAPS2	8/12/20	171
P21397	MAOA	527			MAOA		8/12/20	220
Q68DC2	ANKS6 ANKRD14 PKDR1 SAMD6	871			ANKS6	ANKRD14 PKDR1 SAMD6	8/12/20	153
P59780	AP3S2	193			AP3S2		8/12/20	141
Q8WXE1	ATRIP AGS1	791			ATRIP	AGS1	8/12/20	160
Q8N3T1	GALNT15 GALNTL2 UNQ770/PRO1564	639		UNQ770/PRO1564	GALNT15	GALNTL2	8/12/20	149
Q9Y3R0	GRIP1	1128			GRIP1		8/12/20	173
Q9ULK0	GRID1 KIAA1220	1009			GRID1	KIAA1220	8/12/20	163
P02724	GYPA GPA	150			GYPA	GPA	8/12/20	213
Q8WU03	GLYATL2	294			GLYATL2		8/12/20	132
Q9NRM0	SLC2A9 GLUT9	540			SLC2A9	GLUT9	8/12/20	168
Q86UP8	GTF2IRD2 GTF2IRD2A	949			GTF2IRD2	GTF2IRD2A	8/12/20	134
Q9BSH5	HDHD3 C9orf158	251			HDHD3	C9orf158	8/12/20	149
P33778	H2BC3 H2BFF HIST1H2BB	126			H2BC3	H2BFF HIST1H2BB	8/12/20	192
P0CG29	GSTT2	244			GSTT2		8/12/20	75
P0C5Y9	H2AB1 H2AFB1	115			H2AB1	H2AFB1	8/12/20	112
Q04756	HGFAC	655			HGFAC		8/12/20	190
Q6NVY1	HIBCH	386			HIBCH		8/12/20	142
Q5VTY9	HHAT MART2 SKI1	493			HHAT	MART2 SKI1	8/12/20	145
P15515	HTN1 HIS1	57			HTN1	HIS1	8/12/20	155
A8MVS5	HIDE1 C19orf38	230			HIDE1	C19orf38	8/12/20	94
P01889	HLA-B HLAB	362			HLA-B	HLAB	8/12/20	206
Q9BSE4	HERPUD2	406			HERPUD2		8/12/20	142
Q9H422	HIPK3 DYRK6 FIST3 PKY	1215			HIPK3	DYRK6 FIST3 PKY	8/12/20	167
Q9BQS7	HEPH KIAA0698 UNQ2562/PRO6242	1158		UNQ2562/PRO6242	HEPH	KIAA0698	8/12/20	164
P31273	HOXC8 HOX3A	242			HOXC8	HOX3A	8/12/20	191
P28358	HOXD10 HOX4D HOX4E	340			HOXD10	HOX4D HOX4E	8/12/20	180
P04792	HSPB1 HSP27 HSP28	205			HSPB1	HSP27 HSP28	8/12/20	239
A2RU54	HMX2	273			HMX2		8/12/20	113
Q4G112	HSF5 HSTF5	596			HSF5	HSTF5	8/12/20	134
Q00839	HNRNPU C1orf199 HNRPU SAFA U21.1	825			HNRNPU	C1orf199 HNRPU SAFA U21.1	8/12/20	227
Q92819	HAS2	552			HAS2		8/12/20	154
P0CJ72	MTRNR2L5	24			MTRNR2L5		8/12/20	51
Q12794	HYAL1 LUCA1	435			HYAL1	LUCA1	8/12/20	171
P0C7T4	HMSD C18orf53	53			HMSD	C18orf53	8/12/20	62
Q9H293	IL25 IL17E UNQ3120/PRO10272	177		UNQ3120/PRO10272	IL25	IL17E	8/12/20	147
O60841	EIF5B IF2 KIAA0741	1220			EIF5B	IF2 KIAA0741	8/12/20	197
Q9UK53	ING1	422			ING1		8/12/20	172
P0CJ77	MTRNR2L10	24			MTRNR2L10		8/12/20	51
P01857	IGHG1	330			IGHG1		8/12/20	217
A6NJ69	IGIP C5orf53	53			IGIP	C5orf53	8/12/20	79
P01860	IGHG3	377			IGHG3		8/12/20	181
Q12894	IFRD2	506			IFRD2		8/12/20	157
Q8IY31	IFT20	132			IFT20		8/12/20	147
O15503	INSIG1	277			INSIG1		8/12/20	166
Q9H6K1	ILRUN C6orf106	298			ILRUN	C6orf106	8/12/20	132
O15327	INPP4B	924			INPP4B		8/12/20	153
P20155	SPINK2	84			SPINK2		8/12/20	165
Q96CB8	INTS12 PHF22 SBBI22	462		SBBI22	INTS12	PHF22	8/12/20	149
Q8N1N4	KRT78 K5B KB40	520			KRT78	K5B KB40	8/12/20	154
Q969R8	ITFG2	447			ITFG2		8/12/20	134
Q8N201	INTS1 KIAA1440 UNQ1821/PRO3434	2190		UNQ1821/PRO3434	INTS1	KIAA1440	8/12/20	133
P15884	TCF4 BHLHB19 ITF2 SEF2	667			TCF4	BHLHB19 ITF2 SEF2	8/12/20	216
Q5VZ46	KIAA1614	1190			KIAA1614		8/12/20	105
Q7Z3Y9	KRT26 KRT25B	468			KRT26	KRT25B	8/12/20	135
Q86SY8	KTN1-AS1 C14orf33	53			KTN1-AS1	C14orf33	8/12/20	69
Q92845	KIFAP3 KIF3AP SMAP	792			KIFAP3	KIF3AP SMAP	8/12/20	172
P00568	AK1	194			AK1		8/12/20	210
Q9Y5K2	KLK4 EMSP1 PRSS17 PSTS	254			KLK4	EMSP1 PRSS17 PSTS	8/12/20	171
P43405	SYK	635			SYK		8/12/20	230
Q8N6L1	KRTCAP2 KCP2	136			KRTCAP2	KCP2	8/12/20	134
P01593	IGKV1D-33	117			IGKV1D-33		8/12/20	125
P41743	PRKCI DXS1179E	596			PRKCI	DXS1179E	8/12/20	222
A0A087WSY6	IGKV3D-15	115			IGKV3D-15		8/12/20	46
Q9NVR0	KLHL11	708			KLHL11		8/12/20	144
Q14654	KCNJ11	390			KCNJ11		8/12/20	210
Q9NVX7	KBTBD4 BKLHD4	518			KBTBD4	BKLHD4	8/12/20	161
Q8NFY9	KBTBD8 KIAA1842 TAKRP	601			KBTBD8	KIAA1842 TAKRP	8/12/20	136
Q9ULI4	KIF26A KIAA1236	1882			KIF26A	KIAA1236	8/12/20	145
Q9Y4A0	JRKL	524			JRKL		8/12/20	141
P04433	IGKV3-11	115			IGKV3-11		8/12/20	146
Q3MIV0	KRTAP22-1 KAP22.1	48			KRTAP22-1	KAP22.1	8/12/20	86
Q9UH77	KLHL3 KIAA1129	587			KLHL3	KIAA1129	8/12/20	172
Q9UJ96	KCNG2 KCNF2	466			KCNG2	KCNF2	8/12/20	153
O95279	KCNK5 TASK2	499			KCNK5	TASK2	8/12/20	160
Q9Y257	KCNK6 TOSS TWIK2	313			KCNK6	TOSS TWIK2	8/12/20	171
P43628	KIR2DL3 CD158B2 KIRCL23 NKAT2	341			KIR2DL3	CD158B2 KIRCL23 NKAT2	8/12/20	192
P16389	KCNA2	499			KCNA2		8/12/20	199
Q969G2	LHX4	390			LHX4		8/12/20	182
O14633	LCE2B LEP10 SPRL1B XP5	110			LCE2B	LEP10 SPRL1B XP5	8/12/20	126
Q8NI77	KIF18A OK/SW-cl.108	898		OK/SW-cl.108	KIF18A		8/12/20	158
Q52LA3	LIN52 C14orf46	116			LIN52	C14orf46	8/12/20	110
Q8NG48	LINS1 LINS WINS1	757			LINS1	LINS WINS1	8/12/20	117
O75387	SLC43A1 LAT3 PB39 POV1	559			SLC43A1	LAT3 PB39 POV1	8/12/20	150
Q9Y383	LUC7L2 CGI-59 CGI-74	392		CGI-59 CGI-74	LUC7L2		8/12/20	173
Q6ZP29	SLC66A1 PQLC2	291			SLC66A1	PQLC2	8/12/20	123
Q13751	LAMB3 LAMNB1	1172			LAMB3	LAMNB1	8/12/20	198
P01706	IGLV2-11	119			IGLV2-11		8/12/20	114
A0A075B6K5	IGLV3-9	115			IGLV3-9		8/12/20	45
Q17RY6	LY6K CO16	165			LY6K	CO16	8/12/20	112
Q7Z4F1	LRP10 MSTP087 SP220 UNQ389/PRO724	713		MSTP087 SP220 UNQ389/PRO724	LRP10		8/12/20	159
O60299	LZTS3 KIAA0552 PROSAPIP1	673			LZTS3	KIAA0552 PROSAPIP1	8/12/20	150
Q5JTD7	LRRC73 C6orf154	316			LRRC73	C6orf154	8/12/20	106
O95867	LY6G6C C6orf24 G6C NG24 UNQ1947/PRO4430	125		UNQ1947/PRO4430	LY6G6C	C6orf24 G6C NG24	8/12/20	151
Q8ND94	LRRN4CL UNQ728/PRO1410	238		UNQ728/PRO1410	LRRN4CL		8/12/20	133
Q5BKY1	LRRC10	277			LRRC10		8/12/20	125
A6NM62	LRRC53	1247			LRRC53		8/12/20	94
Q9BTN0	LRFN3 SALM4 UNQ5865/PRO34192	628		UNQ5865/PRO34192	LRFN3	SALM4	8/12/20	165
Q6NSJ5	LRRC8E	796			LRRC8E		8/12/20	153
O15479	MAGEB2	319			MAGEB2		8/12/20	168
Q86YW9	MED12L KIAA1635 TNRC11L TRALP TRALPUSH PRO0314	2145		PRO0314	MED12L	KIAA1635 TNRC11L TRALP TRALPUSH	8/12/20	130
O15480	MAGEB3	346			MAGEB3		8/12/20	135
Q14676	MDC1 KIAA0170 NFBD1	2089			MDC1	KIAA0170 NFBD1	8/12/20	200
Q6P0Q8	MAST2 KIAA0807 MAST205	1798			MAST2	KIAA0807 MAST205	8/12/20	159
O43462	MBTPS2 S2P	519			MBTPS2	S2P	8/12/20	176
Q16626	MEA1 MEA	185			MEA1	MEA	8/12/20	143
P29966	MARCKS MACS PRKCSL	332			MARCKS	MACS PRKCSL	8/12/20	180
Q96PE7	MCEE	176			MCEE		8/12/20	149
Q7Z434	MAVS IPS1 KIAA1271 VISA	540			MAVS	IPS1 KIAA1271 VISA	8/12/20	176
Q16798	ME3	604			ME3		8/12/20	175
Q9BQA1	WDR77 MEP50 WD45 HKMT1069 Nbla10071	342		HKMT1069 Nbla10071	WDR77	MEP50 WD45	8/12/20	177
Q9NX70	MED29 IXL	200			MED29	IXL	8/12/20	136
Q56UN5	MAP3K19 RCK YSK4	1328			MAP3K19	RCK YSK4	8/12/20	136
Q8IVH4	MMAA	418			MMAA		8/12/20	151
Q8N5J2	MINDY1 FAM63A KIAA1390	469			MINDY1	FAM63A KIAA1390	8/12/20	142
P61326	MAGOH MAGOHA	146			MAGOH	MAGOHA	8/12/20	178
Q5VST6	ABHD17B C9orf77 FAM108B1 CGI-67	288		CGI-67	ABHD17B	C9orf77 FAM108B1	8/12/20	139
Q8N0Z2	ABRA	381			ABRA		8/12/20	130
Q9UNA3	A4GNT	340			A4GNT		8/12/20	143
Q96SE0	ABHD1 LABH1	405			ABHD1	LABH1	8/12/20	127
P29372	MPG AAG ANPG MID1	298			MPG	AAG ANPG MID1	8/12/20	215
P05408	SCG5 SGNE1	212			SCG5	SGNE1	8/12/20	178
Q9H2F3	HSD3B7	369			HSD3B7		8/12/20	161
P28566	HTR1E	365			HTR1E		8/12/20	189
Q4LEZ3	AARD C8orf85	155			AARD	C8orf85	8/12/20	87
P01023	A2M CPAMD5 FWP007	1474		FWP007	A2M	CPAMD5	8/12/20	225
P19021	PAM	973			PAM		8/12/20	222
P45844	ABCG1 ABC8 WHT1	678			ABCG1	ABC8 WHT1	8/12/20	204
P22760	AADAC DAC	399			AADAC	DAC	8/12/20	178
P12814	ACTN1	892			ACTN1		8/12/20	239
P55197	MLLT10 AF10	1068			MLLT10	AF10	8/12/20	180
Q8IVW6	ARID3B BDP DRIL2	561			ARID3B	BDP DRIL2	8/12/20	134
Q13686	ALKBH1 ABH ABH1 ALKBH	389			ALKBH1	ABH ABH1 ALKBH	8/12/20	163
O15013	ARHGEF10 KIAA0294	1369			ARHGEF10	KIAA0294	8/12/20	170
P40617	ARL4A ARL4	200			ARL4A	ARL4	8/12/20	179
Q01718	MC2R ACTHR	297			MC2R	ACTHR	8/12/20	184
